M,seed,0.001,0.01,0.1
16.0,859.0,268435456.0,2097152.0,4096.0
16.0,7733.0,268435456.0,2097152.0,8192.0
16.0,891.0,134217728.0,524288.0,4096.0
16.0,6541.0,67108864.0,524288.0,32768.0
16.0,4386.0,67108864.0,1048576.0,16384.0
16.0,4327.0,134217728.0,2097152.0,16384.0
16.0,6972.0,67108864.0,262144.0,32768.0
16.0,941.0,67108864.0,2097152.0,16384.0
16.0,2014.0,67108864.0,524288.0,8192.0
16.0,8582.0,67108864.0,1048576.0,8192.0
32.0,859.0,67108864.0,2097152.0,16384.0
32.0,7733.0,268435456.0,1048576.0,8192.0
32.0,891.0,67108864.0,1048576.0,8192.0
32.0,6541.0,134217728.0,1048576.0,8192.0
32.0,4386.0,134217728.0,524288.0,8192.0
32.0,4327.0,268435456.0,1048576.0,8192.0
32.0,6972.0,134217728.0,2097152.0,16384.0
32.0,941.0,268435456.0,2097152.0,16384.0
32.0,2014.0,134217728.0,2097152.0,16384.0
32.0,8582.0,268435456.0,1048576.0,16384.0
64.0,859.0,536870912.0,8388608.0,32768.0
64.0,7733.0,536870912.0,4194304.0,65536.0
64.0,891.0,536870912.0,4194304.0,65536.0
64.0,6541.0,536870912.0,8388608.0,32768.0
64.0,4386.0,536870912.0,4194304.0,65536.0
64.0,4327.0,536870912.0,4194304.0,65536.0
64.0,6972.0,268435456.0,2097152.0,65536.0
64.0,941.0,268435456.0,4194304.0,32768.0
64.0,2014.0,268435456.0,4194304.0,32768.0
64.0,8582.0,536870912.0,4194304.0,65536.0
128.0,859.0,1073741824.0,8388608.0,131072.0
128.0,7733.0,1073741824.0,8388608.0,131072.0
128.0,891.0,1073741824.0,16777216.0,131072.0
128.0,6541.0,1073741824.0,8388608.0,65536.0
128.0,4386.0,1073741824.0,16777216.0,131072.0
128.0,4327.0,1073741824.0,16777216.0,131072.0
128.0,6972.0,1073741824.0,16777216.0,65536.0
128.0,941.0,1073741824.0,16777216.0,65536.0
128.0,2014.0,1073741824.0,16777216.0,131072.0
128.0,8582.0,1073741824.0,8388608.0,131072.0
256.0,859.0,1073741824.0,16777216.0,131072.0
256.0,7733.0,1073741824.0,16777216.0,262144.0
256.0,891.0,1073741824.0,16777216.0,131072.0
256.0,6541.0,1073741824.0,8388608.0,65536.0
256.0,4386.0,1073741824.0,8388608.0,131072.0
256.0,4327.0,1073741824.0,8388608.0,131072.0
256.0,6972.0,2147483648.0,16777216.0,131072.0
256.0,941.0,1073741824.0,16777216.0,65536.0
256.0,2014.0,1073741824.0,16777216.0,131072.0
256.0,8582.0,1073741824.0,16777216.0,131072.0
512.0,859.0,2147483648.0,16777216.0,262144.0
512.0,7733.0,1073741824.0,33554432.0,262144.0
512.0,891.0,1073741824.0,16777216.0,262144.0
512.0,6541.0,2147483648.0,16777216.0,131072.0
512.0,4386.0,2147483648.0,16777216.0,262144.0
512.0,4327.0,2147483648.0,16777216.0,131072.0
512.0,6972.0,2147483648.0,16777216.0,262144.0
512.0,941.0,1073741824.0,33554432.0,262144.0
512.0,2014.0,2147483648.0,16777216.0,262144.0
512.0,8582.0,2147483648.0,16777216.0,131072.0
1024.0,859.0,2147483648.0,16777216.0,131072.0
1024.0,7733.0,2147483648.0,16777216.0,131072.0
1024.0,891.0,2147483648.0,16777216.0,131072.0
1024.0,6541.0,2147483648.0,16777216.0,262144.0
1024.0,4386.0,2147483648.0,16777216.0,262144.0
1024.0,4327.0,2147483648.0,16777216.0,262144.0
1024.0,6972.0,2147483648.0,16777216.0,262144.0
1024.0,941.0,2147483648.0,16777216.0,262144.0
1024.0,2014.0,2147483648.0,16777216.0,131072.0
1024.0,8582.0,2147483648.0,16777216.0,262144.0
