M,seed,0.001,0.01,0.1
256.0,7403.0,562949953421312.0,4398046511104.0,34359738368.0
256.0,3994.0,140737488355328.0,2199023255552.0,17179869184.0
256.0,3679.0,281474976710656.0,2199023255552.0,17179869184.0
256.0,7663.0,281474976710656.0,2199023255552.0,34359738368.0
256.0,761.0,281474976710656.0,2199023255552.0,17179869184.0
256.0,6366.0,562949953421312.0,8796093022208.0,68719476736.0
256.0,6823.0,281474976710656.0,4398046511104.0,17179869184.0
256.0,8224.0,281474976710656.0,2199023255552.0,17179869184.0
256.0,851.0,281474976710656.0,4398046511104.0,34359738368.0
256.0,2750.0,281474976710656.0,4398046511104.0,34359738368.0
256.0,971.0,562949953421312.0,8796093022208.0,68719476736.0
256.0,9654.0,562949953421312.0,4398046511104.0,34359738368.0
256.0,7536.0,281474976710656.0,2199023255552.0,34359738368.0
256.0,436.0,281474976710656.0,2199023255552.0,34359738368.0
256.0,8505.0,562949953421312.0,8796093022208.0,34359738368.0
256.0,6965.0,281474976710656.0,4398046511104.0,17179869184.0
256.0,4348.0,281474976710656.0,2199023255552.0,34359738368.0
256.0,8528.0,1125899906842624.0,8796093022208.0,137438953472.0
256.0,1937.0,1125899906842624.0,8796093022208.0,137438953472.0
256.0,3621.0,562949953421312.0,4398046511104.0,68719476736.0
256.0,634.0,281474976710656.0,2199023255552.0,17179869184.0
256.0,933.0,281474976710656.0,4398046511104.0,17179869184.0
256.0,4963.0,562949953421312.0,4398046511104.0,34359738368.0
256.0,9670.0,562949953421312.0,4398046511104.0,68719476736.0
256.0,4346.0,281474976710656.0,4398046511104.0,68719476736.0
256.0,3119.0,281474976710656.0,2199023255552.0,34359738368.0
256.0,8041.0,562949953421312.0,4398046511104.0,17179869184.0
256.0,6278.0,562949953421312.0,4398046511104.0,34359738368.0
256.0,6744.0,1125899906842624.0,8796093022208.0,137438953472.0
256.0,4681.0,140737488355328.0,2199023255552.0,17179869184.0
256.0,7757.0,1125899906842624.0,8796093022208.0,137438953472.0
256.0,4094.0,281474976710656.0,2199023255552.0,34359738368.0
256.0,3525.0,281474976710656.0,2199023255552.0,34359738368.0
256.0,7419.0,140737488355328.0,2199023255552.0,17179869184.0
256.0,1295.0,281474976710656.0,2199023255552.0,34359738368.0
256.0,6847.0,562949953421312.0,4398046511104.0,34359738368.0
256.0,3294.0,281474976710656.0,4398046511104.0,17179869184.0
256.0,883.0,281474976710656.0,2199023255552.0,34359738368.0
256.0,5633.0,562949953421312.0,4398046511104.0,68719476736.0
256.0,4467.0,562949953421312.0,4398046511104.0,68719476736.0
256.0,8313.0,140737488355328.0,1099511627776.0,17179869184.0
16.0,859.0,17179869184.0,134217728.0,2097152.0
16.0,7733.0,137438953472.0,1073741824.0,16777216.0
16.0,891.0,17179869184.0,268435456.0,2097152.0
16.0,6541.0,34359738368.0,268435456.0,2097152.0
16.0,4386.0,34359738368.0,536870912.0,4194304.0
16.0,4327.0,68719476736.0,536870912.0,8388608.0
16.0,6972.0,34359738368.0,536870912.0,4194304.0
16.0,941.0,34359738368.0,268435456.0,8388608.0
16.0,2014.0,17179869184.0,268435456.0,2097152.0
16.0,8582.0,34359738368.0,536870912.0,8388608.0
32.0,859.0,34359738368.0,536870912.0,8388608.0
32.0,7733.0,549755813888.0,536870912.0,16777216.0
32.0,891.0,137438953472.0,2147483648.0,16777216.0
32.0,6541.0,137438953472.0,1073741824.0,8388608.0
32.0,4386.0,68719476736.0,536870912.0,16777216.0
32.0,4327.0,34359738368.0,536870912.0,16777216.0
32.0,6972.0,137438953472.0,2147483648.0,16777216.0
32.0,941.0,137438953472.0,1073741824.0,16777216.0
32.0,2014.0,34359738368.0,268435456.0,16777216.0
32.0,8582.0,137438953472.0,1073741824.0,16777216.0
64.0,859.0,281474976710656.0,2199023255552.0,17179869184.0
64.0,7733.0,140737488355328.0,2199023255552.0,17179869184.0
64.0,891.0,140737488355328.0,1099511627776.0,17179869184.0
64.0,6541.0,140737488355328.0,1099511627776.0,8589934592.0
64.0,4386.0,70368744177664.0,1099511627776.0,8589934592.0
64.0,4327.0,140737488355328.0,2199023255552.0,17179869184.0
64.0,6972.0,281474976710656.0,2199023255552.0,17179869184.0
64.0,941.0,140737488355328.0,1099511627776.0,4294967296.0
64.0,2014.0,35184372088832.0,274877906944.0,2147483648.0
64.0,8582.0,140737488355328.0,2199023255552.0,17179869184.0
128.0,859.0,70368744177664.0,549755813888.0,8589934592.0
128.0,7733.0,281474976710656.0,4398046511104.0,34359738368.0
128.0,891.0,140737488355328.0,1099511627776.0,17179869184.0
128.0,6541.0,281474976710656.0,2199023255552.0,34359738368.0
128.0,4386.0,281474976710656.0,2199023255552.0,8589934592.0
128.0,4327.0,140737488355328.0,2199023255552.0,17179869184.0
128.0,6972.0,140737488355328.0,2199023255552.0,68719476736.0
128.0,941.0,562949953421312.0,4398046511104.0,34359738368.0
128.0,2014.0,70368744177664.0,1099511627776.0,8589934592.0
128.0,8582.0,70368744177664.0,549755813888.0,17179869184.0
256.0,859.0,281474976710656.0,4398046511104.0,34359738368.0
256.0,7733.0,281474976710656.0,4398046511104.0,68719476736.0
256.0,891.0,562949953421312.0,4398046511104.0,17179869184.0
256.0,6541.0,281474976710656.0,2199023255552.0,17179869184.0
256.0,4386.0,281474976710656.0,2199023255552.0,17179869184.0
256.0,4327.0,281474976710656.0,2199023255552.0,8589934592.0
256.0,6972.0,562949953421312.0,2199023255552.0,34359738368.0
256.0,941.0,140737488355328.0,2199023255552.0,17179869184.0
256.0,2014.0,281474976710656.0,4398046511104.0,34359738368.0
256.0,8582.0,281474976710656.0,4398046511104.0,34359738368.0
512.0,859.0,281474976710656.0,4398046511104.0,34359738368.0
512.0,7733.0,562949953421312.0,4398046511104.0,34359738368.0
512.0,891.0,1125899906842624.0,8796093022208.0,137438953472.0
512.0,6541.0,281474976710656.0,4398046511104.0,68719476736.0
512.0,4386.0,562949953421312.0,4398046511104.0,34359738368.0
512.0,4327.0,562949953421312.0,4398046511104.0,68719476736.0
512.0,6972.0,562949953421312.0,4398046511104.0,68719476736.0
512.0,941.0,562949953421312.0,4398046511104.0,34359738368.0
512.0,2014.0,562949953421312.0,4398046511104.0,68719476736.0
512.0,8582.0,562949953421312.0,4398046511104.0,34359738368.0
1024.0,859.0,1125899906842624.0,8796093022208.0,137438953472.0
1024.0,7733.0,1125899906842624.0,8796093022208.0,137438953472.0
1024.0,891.0,1125899906842624.0,17592186044416.0,68719476736.0
1024.0,6541.0,1125899906842624.0,8796093022208.0,137438953472.0
1024.0,4386.0,1125899906842624.0,17592186044416.0,137438953472.0
1024.0,4327.0,1125899906842624.0,8796093022208.0,68719476736.0
1024.0,6972.0,562949953421312.0,8796093022208.0,68719476736.0
1024.0,941.0,1125899906842624.0,8796093022208.0,137438953472.0
1024.0,2014.0,1125899906842624.0,17592186044416.0,68719476736.0
1024.0,8582.0,2251799813685248.0,17592186044416.0,137438953472.0
