seed,R,C,M,epsilon
34753.0,64.0,10.0,20.0,0.7114662549979474
34753.0,2048.0,10.0,20.0,0.2315511850246214
932.0,2.0,10.0,20.0,2.3203435760992246
932.0,64.0,10.0,20.0,0.8919001765275095
932.0,2048.0,10.0,20.0,0.4403624289529799
61325.0,2.0,10.0,20.0,2.1386807674654214
61325.0,64.0,10.0,20.0,0.8563304998805782
61325.0,2048.0,10.0,20.0,0.8381726135210086
85987.0,2.0,10.0,20.0,3.155692347205486
85987.0,64.0,10.0,20.0,1.8295774055043643
85987.0,2048.0,10.0,20.0,0.2951890722352872
53492.0,2.0,10.0,20.0,3.42286161565226
53492.0,64.0,10.0,20.0,0.9968610806894032
53492.0,2048.0,10.0,20.0,0.1780817038288247
50778.0,2.0,10.0,20.0,1.7302314657141868
50778.0,64.0,10.0,20.0,0.7060905707586619
50778.0,2048.0,10.0,20.0,0.1912321078431968
48598.0,2.0,10.0,20.0,2.903647172458916
48598.0,64.0,10.0,20.0,0.811138663951664
48598.0,2048.0,10.0,20.0,0.1952647013044706
61723.0,2.0,10.0,20.0,2.283295386395592
61723.0,64.0,10.0,20.0,0.6610541174897793
61723.0,2048.0,10.0,20.0,0.3002899593840689
97134.0,2.0,10.0,20.0,2.887816560209605
97134.0,64.0,10.0,20.0,0.854726526515472
97134.0,2048.0,10.0,20.0,0.1502003569995507
54509.0,2.0,10.0,20.0,4.188182025545544
54509.0,64.0,10.0,20.0,1.982056186772708
54509.0,2048.0,10.0,20.0,0.3255447208870135
34753.0,2.0,10.0,20.0,3.2977188639501307
34753.0,64.0,10.0,20.0,0.7114662549979474
34753.0,2048.0,10.0,20.0,0.2315511850246214
932.0,2.0,10.0,20.0,2.3203435760992246
932.0,64.0,10.0,20.0,0.8919001765275095
932.0,2048.0,10.0,20.0,0.4403624289529799
61325.0,2.0,10.0,20.0,2.1386807674654214
61325.0,64.0,10.0,20.0,0.8563304998805782
61325.0,2048.0,10.0,20.0,0.8381726135210086
85987.0,2.0,10.0,20.0,3.155692347205486
85987.0,64.0,10.0,20.0,1.8295774055043643
85987.0,2048.0,10.0,20.0,0.2951890722352872
53492.0,2.0,10.0,20.0,3.42286161565226
53492.0,64.0,10.0,20.0,0.9968610806894032
53492.0,2048.0,10.0,20.0,0.1780817038288247
50778.0,2.0,10.0,20.0,1.7302314657141868
50778.0,64.0,10.0,20.0,0.7060905707586619
50778.0,2048.0,10.0,20.0,0.1912321078431968
48598.0,2.0,10.0,20.0,2.903647172458916
48598.0,64.0,10.0,20.0,0.811138663951664
48598.0,2048.0,10.0,20.0,0.1952647013044706
61723.0,2.0,10.0,20.0,2.283295386395592
61723.0,64.0,10.0,20.0,0.6610541174897793
61723.0,2048.0,10.0,20.0,0.3002899593840689
97134.0,2.0,10.0,20.0,2.887816560209605
97134.0,64.0,10.0,20.0,0.854726526515472
97134.0,2048.0,10.0,20.0,0.1502003569995507
54509.0,2.0,10.0,20.0,4.188182025545544
54509.0,64.0,10.0,20.0,1.982056186772708
54509.0,2048.0,10.0,20.0,0.3255447208870135
34753.0,2.0,10.0,20.0,3.2977188639501307
34753.0,64.0,10.0,20.0,0.7114662549979474
34753.0,2048.0,10.0,20.0,0.2315511850246214
932.0,2.0,10.0,20.0,2.3203435760992246
932.0,64.0,10.0,20.0,0.8919001765275095
932.0,2048.0,10.0,20.0,0.4403624289529799
61325.0,2.0,10.0,20.0,2.1386807674654214
61325.0,64.0,10.0,20.0,0.8563304998805782
61325.0,2048.0,10.0,20.0,0.8381726135210086
34753.0,10.0,10.0,2.0,0.2210138057530155
34753.0,10.0,10.0,2.0,0.2210138057530155
34753.0,11.0,10.0,2.0,0.2210137163460448
34753.0,12.0,10.0,2.0,0.2210136269390927
34753.0,13.0,10.0,2.0,0.2210138057530155
34753.0,14.0,10.0,2.0,0.2210138057530155
34753.0,15.0,10.0,2.0,0.2210138057530164
34753.0,16.0,10.0,2.0,0.221013746148369
34753.0,17.0,10.0,2.0,0.2210138057530173
34753.0,18.0,10.0,2.0,0.2210136269390927
34753.0,20.0,10.0,2.0,0.2210139050941144
34753.0,21.0,10.0,2.0,0.2210138057530155
34753.0,23.0,10.0,2.0,0.2210136418402495
34753.0,24.0,10.0,2.0,0.2210136269390927
34753.0,26.0,10.0,2.0,0.2210138057530155
34753.0,28.0,10.0,2.0,0.2210138057530155
34753.0,30.0,10.0,2.0,0.2210138057530164
34753.0,32.0,10.0,2.0,0.221013746148369
34753.0,35.0,10.0,2.0,0.2210138057530182
34753.0,37.0,10.0,2.0,0.2210137908518525
34753.0,40.0,10.0,2.0,0.2210135077298467
34753.0,43.0,10.0,2.0,0.1512463042879019
34753.0,46.0,10.0,2.0,0.0905789635396718
34753.0,49.0,10.0,2.0,0.0373402767606148
34753.0,53.0,10.0,2.0,0.1644099725634618
34753.0,57.0,10.0,2.0,0.0982067286045076
34753.0,61.0,10.0,2.0,0.0406858772959068
34753.0,65.0,10.0,2.0,0.0097554846208645
34753.0,70.0,10.0,2.0,0.0647005395659228
34753.0,75.0,10.0,2.0,0.1123195871849667
34753.0,81.0,10.0,2.0,0.038245513110894
34753.0,86.0,10.0,2.0,0.0813118352469839
34753.0,93.0,10.0,2.0,0.0262980818086244
34753.0,100.0,10.0,2.0,0.0789862538516334
34753.0,107.0,10.0,2.0,0.1247806463749992
34753.0,114.0,10.0,2.0,0.0982067286045076
34753.0,123.0,10.0,2.0,0.1153226892378018
34753.0,132.0,10.0,2.0,0.130104655239279
34753.0,141.0,10.0,2.0,0.0720775759355998
34753.0,151.0,10.0,2.0,0.0157157329033346
34753.0,162.0,10.0,2.0,0.038245513110894
34753.0,174.0,10.0,2.0,0.0893310814378409
34753.0,187.0,10.0,2.0,0.1372750239051097
34753.0,200.0,10.0,2.0,0.1289862538516359
34753.0,215.0,10.0,2.0,0.1278234631539572
34753.0,231.0,10.0,2.0,0.1729256477910272
34753.0,247.0,10.0,2.0,0.1716988044589218
34753.0,265.0,10.0,2.0,0.2129485180025767
34753.0,284.0,10.0,2.0,0.1803947045558569
34753.0,305.0,10.0,2.0,0.156035434179504
34753.0,327.0,10.0,2.0,0.1367844189892491
34753.0,351.0,10.0,2.0,0.0952255700909496
34753.0,376.0,10.0,2.0,0.0609011474686553
34753.0,403.0,10.0,2.0,0.0345693804025
34753.0,432.0,10.0,2.0,0.0150973649627452
34753.0,464.0,10.0,2.0,0.0246759090240455
34753.0,497.0,10.0,2.0,0.0057219956453486
34753.0,533.0,10.0,2.0,0.0097554846208645
34753.0,572.0,10.0,2.0,0.0097554846208645
34753.0,613.0,10.0,2.0,0.0122652098059568
34753.0,657.0,10.0,2.0,0.0483926465456967
34753.0,705.0,10.0,2.0,0.0413976013693648
34753.0,756.0,10.0,2.0,0.0514730263384048
34753.0,811.0,10.0,2.0,0.0884807051463294
34753.0,869.0,10.0,2.0,0.0770299822751088
34753.0,932.0,10.0,2.0,0.0922909748816742
34753.0,1000.0,10.0,2.0,0.0689862538516337
34753.0,1072.0,10.0,2.0,0.0886877463889455
34753.0,1149.0,10.0,2.0,0.0740254183424955
34753.0,1232.0,10.0,2.0,0.0565836564490389
34753.0,1321.0,10.0,2.0,0.0446940509750248
34753.0,1417.0,10.0,2.0,0.0732699518050576
34753.0,1519.0,10.0,2.0,0.0745754572749373
34753.0,1629.0,10.0,2.0,0.066892945073242
34753.0,1747.0,10.0,2.0,0.0749221439489424
34753.0,1873.0,10.0,2.0,0.0688954903705862
34753.0,2009.0,10.0,2.0,0.0970549447426236
34753.0,2154.0,10.0,2.0,0.0826074237680689
34753.0,2310.0,10.0,2.0,0.0993325741979536
34753.0,2477.0,10.0,2.0,0.0765235974123932
34753.0,2656.0,10.0,2.0,0.0560946875865724
34753.0,2848.0,10.0,2.0,0.0662053549752297
34753.0,3053.0,10.0,2.0,0.0518326344608688
34753.0,3274.0,10.0,2.0,0.0612098335706292
34753.0,3511.0,10.0,2.0,0.0811793612284503
34753.0,3764.0,10.0,2.0,0.0908884855200735
34753.0,4037.0,10.0,2.0,0.0854019090411313
34753.0,4328.0,10.0,2.0,0.0904465126316722
34753.0,4641.0,10.0,2.0,0.0851702659179984
34753.0,4977.0,10.0,2.0,0.0737421308859929
34753.0,5336.0,10.0,2.0,0.0724645147211973
34753.0,5722.0,10.0,2.0,0.0676964950260483
34753.0,6135.0,10.0,2.0,0.048749905033377
34753.0,6579.0,10.0,2.0,0.037232187884161
34753.0,7054.0,10.0,2.0,0.0446511248468119
34753.0,7564.0,10.0,2.0,0.0426033876432807
34753.0,8111.0,10.0,2.0,0.0306198378733313
34753.0,8697.0,10.0,2.0,0.0224035241747326
34753.0,9326.0,10.0,2.0,0.0273242336929353
34753.0,10000.0,10.0,2.0,0.0269862538516338
932.0,10.0,10.0,2.0,3.420591991876165e-07
932.0,10.0,10.0,2.0,3.420591991876165e-07
932.0,11.0,10.0,2.0,0.0909091945497651
932.0,12.0,10.0,2.0,0.166666770307343
932.0,13.0,10.0,2.0,0.2307693344099068
932.0,14.0,10.0,2.0,0.2857143893549652
932.0,15.0,10.0,2.0,4.403602593683331e-08
932.0,16.0,10.0,2.0,1.036406733767592e-07
932.0,17.0,10.0,2.0,4.403602682501173e-08
932.0,18.0,10.0,2.0,4.403602504865489e-08
932.0,20.0,10.0,2.0,5.530507207751612e-08
932.0,21.0,10.0,2.0,4.403602682501173e-08
932.0,23.0,10.0,2.0,3.221909925521516e-07
932.0,24.0,10.0,2.0,1.036406733767592e-07
932.0,26.0,10.0,2.0,3.023227841403298e-07
932.0,28.0,10.0,2.0,4.403602682501173e-08
932.0,30.0,10.0,2.0,4.403602860136857e-08
932.0,32.0,10.0,2.0,1.0364067604129445e-07
932.0,35.0,10.0,2.0,4.403602860136857e-08
932.0,37.0,10.0,2.0,1.377004719138597e-07
932.0,40.0,10.0,2.0,1.717602642337113e-07
932.0,43.0,10.0,2.0,1.0922329263252097e-08
932.0,46.0,10.0,2.0,1.6986805340124533e-07
932.0,49.0,10.0,2.0,4.868232972299325e-08
932.0,53.0,10.0,2.0,1.903383335388753e-07
932.0,57.0,10.0,2.0,2.090950350641663e-07
932.0,61.0,10.0,2.0,1.2350888978218677e-07
932.0,65.0,10.0,2.0,4.403602593683331e-08
932.0,70.0,10.0,2.0,1.667514712977436e-07
932.0,75.0,10.0,2.0,1.433771039671683e-07
932.0,81.0,10.0,2.0,1.5802242625539975e-08
932.0,86.0,10.0,2.0,6.787788775497462e-08
932.0,93.0,10.0,2.0,1.57826714364262e-07
932.0,100.0,10.0,2.0,1.865688687985312e-07
932.0,107.0,10.0,2.0,1.38410050087856e-07
932.0,114.0,10.0,2.0,9.410393086994873e-08
932.0,123.0,10.0,2.0,1.9730510869564455e-07
932.0,132.0,10.0,2.0,1.0364067559720525e-07
932.0,141.0,10.0,2.0,6.44719069242683e-08
932.0,151.0,10.0,2.0,8.70838294808607e-08
932.0,162.0,10.0,2.0,2.77126543934969e-09
932.0,174.0,10.0,2.0,1.9789917526935602e-07
932.0,187.0,10.0,2.0,9.177654192171755e-10
932.0,200.0,10.0,2.0,8.49411780912135e-08
932.0,215.0,10.0,2.0,1.8277097302288325e-07
932.0,231.0,10.0,2.0,8.50752930325882e-08
932.0,247.0,10.0,2.0,1.3940346077490062e-07
932.0,265.0,10.0,2.0,1.1854183545878529e-07
932.0,284.0,10.0,2.0,8.926437367051676e-09
932.0,305.0,10.0,2.0,1.2350888978218677e-07
932.0,327.0,10.0,2.0,1.701227749784096e-07
932.0,351.0,10.0,2.0,1.251260690615652e-07
932.0,376.0,10.0,2.0,1.556862905260914e-08
932.0,403.0,10.0,2.0,8.317039279504004e-08
932.0,432.0,10.0,2.0,2.126320137740834e-07
932.0,464.0,10.0,2.0,9.504901354873141e-08
932.0,497.0,10.0,2.0,1.189239173804425e-07
932.0,533.0,10.0,2.0,4.403602726910094e-08
932.0,572.0,10.0,2.0,9.647019272307489e-08
932.0,613.0,10.0,2.0,3.819127236681652e-10
932.0,657.0,10.0,2.0,3.036871776274097e-08
932.0,705.0,10.0,2.0,1.3450736524589504e-07
932.0,756.0,10.0,2.0,2.77126543934969e-09
932.0,811.0,10.0,2.0,4.901657746358978e-09
932.0,869.0,10.0,2.0,1.0846581277590417e-07
932.0,932.0,10.0,2.0,2.1172375141986777e-07
932.0,1000.0,10.0,2.0,1.7594794377018277e-07
932.0,1072.0,10.0,2.0,1.0364067559720525e-07
932.0,1149.0,10.0,2.0,5.9558071363596816e-08
932.0,1232.0,10.0,2.0,7.257636358559695e-08
932.0,1321.0,10.0,2.0,2.108922316779172e-07
932.0,1417.0,10.0,2.0,6.831940257967517e-08
932.0,1519.0,10.0,2.0,1.57826714364262e-07
932.0,1629.0,10.0,2.0,1.3024988954057906e-07
932.0,1747.0,10.0,2.0,1.0825793594904098e-07
932.0,1873.0,10.0,2.0,1.4540271298102425e-07
932.0,2009.0,10.0,2.0,1.135747824676514e-07
932.0,2154.0,10.0,2.0,1.7215175684981437e-07
932.0,2310.0,10.0,2.0,8.826562458708055e-08
932.0,2477.0,10.0,2.0,7.954723857395153e-08
932.0,2656.0,10.0,2.0,7.763137510607977e-08
932.0,2848.0,10.0,2.0,1.4864215636123392e-08
932.0,3053.0,10.0,2.0,2.76070473148593e-08
932.0,3274.0,10.0,2.0,2.2299822033389205e-07
932.0,3511.0,10.0,2.0,2.8570296350949323e-08
932.0,3764.0,10.0,2.0,1.0032221542388697e-07
932.0,4037.0,10.0,2.0,1.2491225831468e-08
932.0,4328.0,10.0,2.0,2.0438091086205645e-07
932.0,4641.0,10.0,2.0,4.403602682501173e-08
932.0,4977.0,10.0,2.0,1.9581826160575133e-07
932.0,5336.0,10.0,2.0,1.4771198530993956e-07
932.0,5722.0,10.0,2.0,6.63193202576906e-08
932.0,6135.0,10.0,2.0,2.1363152136189e-07
932.0,6579.0,10.0,2.0,5.5260041875726535e-08
932.0,7054.0,10.0,2.0,1.8889751229878018e-07
932.0,7564.0,10.0,2.0,2.04134285475277e-07
932.0,8111.0,10.0,2.0,1.7311501121497488e-07
932.0,8697.0,10.0,2.0,2.129389802263404e-07
932.0,9326.0,10.0,2.0,1.3870890214207066e-08
932.0,10000.0,10.0,2.0,5.3945652389586485e-09
61325.0,10.0,10.0,2.0,0.0570376039974913
61325.0,10.0,10.0,2.0,0.0570376039974913
61325.0,11.0,10.0,2.0,0.0338712484930781
61325.0,12.0,10.0,2.0,0.109628824250656
61325.0,13.0,10.0,2.0,0.1737313883532198
61325.0,14.0,10.0,2.0,0.2286764432982782
61325.0,15.0,10.0,2.0,0.2762954909173221
61325.0,16.0,10.0,2.0,0.3179621575839881
61325.0,17.0,10.0,2.0,0.3547268634663414
61325.0,18.0,10.0,2.0,0.3874066020284328
61325.0,20.0,10.0,2.0,0.4429621575839899
61325.0,21.0,10.0,2.0,0.0094187947969626
61325.0,23.0,10.0,2.0,0.0733969401926835
61325.0,24.0,10.0,2.0,0.0570378424160136
61325.0,26.0,10.0,2.0,0.0570376437339028
61325.0,28.0,10.0,2.0,0.0570379020206601
61325.0,30.0,10.0,2.0,0.057037902020661
61325.0,32.0,10.0,2.0,0.0570378424160136
61325.0,35.0,10.0,2.0,0.0570379020206628
61325.0,37.0,10.0,2.0,0.0570378871194972
61325.0,40.0,10.0,2.0,0.0570376039974913
61325.0,43.0,10.0,2.0,0.0127295994444533
61325.0,46.0,10.0,2.0,0.0733969401926835
61325.0,49.0,10.0,2.0,0.1266356269717441
61325.0,53.0,10.0,2.0,0.0004340688311064
61325.0,57.0,10.0,2.0,0.0570376934044247
61325.0,61.0,10.0,2.0,0.0406443997930594
61325.0,65.0,10.0,2.0,0.0198852345070665
61325.0,70.0,10.0,2.0,0.0858193004411322
61325.0,75.0,10.0,2.0,0.1429621575839892
61325.0,81.0,10.0,2.0,0.0446921634036652
61325.0,86.0,10.0,2.0,0.0127295994444533
61325.0,93.0,10.0,2.0,0.0570376874439606
61325.0,100.0,10.0,2.0,0.0570376039974913
61325.0,107.0,10.0,2.0,0.0083827183316511
61325.0,114.0,10.0,2.0,0.021950123117767
61325.0,123.0,10.0,2.0,0.05703774875158
61325.0,132.0,10.0,2.0,0.0570376721170564
61325.0,141.0,10.0,2.0,0.0499456438344534
61325.0,151.0,10.0,2.0,0.0158098397031931
61325.0,162.0,10.0,2.0,0.0170362316580625
61325.0,174.0,10.0,2.0,0.0234219276989318
61325.0,187.0,10.0,2.0,0.0196046873358
61325.0,200.0,10.0,2.0,0.0429621575839895
61325.0,215.0,10.0,2.0,0.0127295994444533
61325.0,231.0,10.0,2.0,0.0527088380870051
61325.0,247.0,10.0,2.0,0.0117880685151643
61325.0,265.0,10.0,2.0,0.0004340688311064
61325.0,284.0,10.0,2.0,0.0570380890559842
61325.0,305.0,10.0,2.0,0.0570377123695333
61325.0,327.0,10.0,2.0,0.0570381114884792
61325.0,351.0,10.0,2.0,0.0541888395670078
61325.0,376.0,10.0,2.0,0.0570376667391965
61325.0,403.0,10.0,2.0,0.0247797778998819
61325.0,432.0,10.0,2.0,0.052408212786382
61325.0,464.0,10.0,2.0,0.0053137044849762
61325.0,497.0,10.0,2.0,0.0174088376644725
61325.0,533.0,10.0,2.0,0.0326475985135719
61325.0,572.0,10.0,2.0,0.0185763039544752
61325.0,613.0,10.0,2.0,0.0032042371957849
61325.0,657.0,10.0,2.0,0.0159419520050523
61325.0,705.0,10.0,2.0,0.0499456438344534
61325.0,756.0,10.0,2.0,0.0226463080244787
61325.0,811.0,10.0,2.0,0.018813428112681
61325.0,869.0,10.0,2.0,0.0223637686311697
61325.0,932.0,10.0,2.0,0.0416746039359186
61325.0,1000.0,10.0,2.0,0.0429621575839895
61325.0,1072.0,10.0,2.0,0.0381114113153344
61325.0,1149.0,10.0,2.0,0.0117175970966112
61325.0,1232.0,10.0,2.0,0.0338712484930781
61325.0,1321.0,10.0,2.0,0.0496994777959489
61325.0,1417.0,10.0,2.0,0.0184738019029762
61325.0,1519.0,10.0,2.0,0.0278864498815547
61325.0,1629.0,10.0,2.0,0.0024030971735324
61325.0,1747.0,10.0,2.0,0.0072381858619188
61325.0,1873.0,10.0,2.0,0.0570377130612698
61325.0,2009.0,10.0,2.0,0.0376251993099874
