Seed,Shots,Evaluations,CSteps,Epsilon
64820.0,32.0,3000.0,30.0,0.2136719530395776
64820.0,128.0,3000.0,30.0,0.11949264941249205
64820.0,512.0,3000.0,30.0,0.05681593214089009
64820.0,2048.0,3000.0,30.0,0.023658568821201764
64820.0,8192.0,3000.0,30.0,0.015234916658535491
769.0,2.0,3000.0,30.0,0.5536580624674821
769.0,8.0,3000.0,30.0,0.460253358992978
769.0,32.0,3000.0,30.0,0.24146483098992388
769.0,128.0,3000.0,30.0,0.10622061198582677
769.0,512.0,3000.0,30.0,0.06748854199748555
769.0,2048.0,3000.0,30.0,0.024382374866594003
769.0,8192.0,3000.0,30.0,0.01710328554670376
59735.0,2.0,3000.0,30.0,0.538679937744904
59735.0,8.0,3000.0,30.0,0.45201357052393176
59735.0,32.0,3000.0,30.0,0.22635953451580254
59735.0,128.0,3000.0,30.0,0.10849006795471561
59735.0,512.0,3000.0,30.0,0.055698676846938744
59735.0,2048.0,3000.0,30.0,0.029470542241912923
59735.0,8192.0,3000.0,30.0,0.013640656774059456
62955.0,2.0,3000.0,30.0,0.5578498073644521
62955.0,8.0,3000.0,30.0,0.543745057850721
62955.0,32.0,3000.0,30.0,0.22259809024654265
62955.0,128.0,3000.0,30.0,0.10438297564806298
62955.0,512.0,3000.0,30.0,0.07404297208718036
62955.0,2048.0,3000.0,30.0,0.02750156433870793
62955.0,8192.0,3000.0,30.0,0.014916261029173428
64925.0,2.0,3000.0,30.0,0.5749253045981704
64925.0,8.0,3000.0,30.0,0.43564044330543067
64925.0,32.0,3000.0,30.0,0.2486737365467102
64925.0,128.0,3000.0,30.0,0.12737857585824225
64925.0,512.0,3000.0,30.0,0.059706716864912246
64925.0,2048.0,3000.0,30.0,0.028966590343377452
64925.0,8192.0,3000.0,30.0,0.020054737794395927
67969.0,2.0,3000.0,30.0,0.5501229133548238
67969.0,8.0,3000.0,30.0,0.4348616421016409
67969.0,32.0,3000.0,30.0,0.19921641700811715
67969.0,128.0,3000.0,30.0,0.08241194269890573
67969.0,512.0,3000.0,30.0,0.06471297243036395
67969.0,2048.0,3000.0,30.0,0.03826422320590783
67969.0,8192.0,3000.0,30.0,0.019653354273833468
5311.0,2.0,3000.0,30.0,0.5560276358904607
5311.0,8.0,3000.0,30.0,0.4727146363382194
5311.0,32.0,3000.0,30.0,0.2205149176256615
