Seed,Batch,Tol,Convergence,Loss,Accuracy
54886.0,5.0,,7.0,0.6130466507862777,0.9
54886.0,5.0,,505.0,0.5693515102759457,0.95
54886.0,10.0,,10.0,1.4953199436905815,0.2
54886.0,10.0,,22.0,0.7149321025729969,0.73
54886.0,10.0,,84.0,0.5791624167897521,0.77
54886.0,10.0,,154.0,0.576345153934534,0.78
54886.0,10.0,,355.0,0.5629282216969975,0.9
54886.0,20.0,,2.0,0.6571381594753434,0.76
54886.0,20.0,,25.0,0.7324221994121396,0.82
54886.0,20.0,,37.0,0.5522856046732607,0.92
54886.0,20.0,,107.0,0.5735081444074259,0.95
54886.0,20.0,,420.0,0.5488655014852882,0.9
6265.0,1.0,,15.0,0.4526911398620772,0.88
6265.0,1.0,,50.0,0.364176035893664,0.98
6265.0,1.0,,62.0,0.2459291509514037,0.98
6265.0,1.0,,140.0,0.4140559503219883,0.89
6265.0,1.0,,0.0,0.0,0.0
6265.0,3.0,,6.0,1.3389807614981373,0.6
6265.0,3.0,,6.0,1.3389807614981373,0.6
6265.0,3.0,,6.0,1.3389807614981373,0.6
6265.0,3.0,,90.0,0.2395031671049123,0.97
6265.0,3.0,,225.0,0.2430854646301826,0.96
6265.0,5.0,,8.0,0.5138720304802162,0.98
6265.0,5.0,,18.0,0.2889856999463542,0.99
6265.0,5.0,,39.0,0.2513245060149092,0.98
6265.0,5.0,,39.0,0.2513245060149092,0.98
6265.0,5.0,,69.0,0.2404931680765481,0.99
6265.0,10.0,,5.0,0.7673191397609084,0.63
6265.0,10.0,,7.0,0.7701705357773388,0.63
6265.0,10.0,,37.0,0.351355918736362,0.99
6265.0,10.0,,82.0,0.2709936266360727,0.99
6265.0,10.0,,231.0,0.2448473317399117,0.98
6265.0,20.0,,6.0,0.3744195934891827,0.89
6265.0,20.0,,11.0,0.2560922053573011,0.97
6265.0,20.0,,19.0,0.2544357584163921,0.97
6265.0,20.0,,30.0,0.2460876296747338,0.98
6265.0,20.0,,69.0,0.2328134512230963,0.98
82386.0,1.0,,7.0,1.242529956592863,0.52
82386.0,1.0,,23.0,0.7516400418471386,0.7
82386.0,1.0,,85.0,0.6042475291713671,0.86
82386.0,1.0,,189.0,0.6212596872156078,0.8
82386.0,1.0,,994.0,0.4980733086268908,0.96
82386.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",3.0,1.1505236024708525,0.48
82386.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",29.0,0.710391278628311,0.75
82386.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",79.0,0.579717158910442,0.91
82386.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",79.0,0.579717158910442,0.91
82386.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",354.0,0.48381242267743707,0.91
82386.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",3.0,1.0217533298057815,0.7
82386.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",5.0,0.9588006886842095,0.72
82386.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",43.0,0.49331379047990837,0.94
82386.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",49.0,0.494354350054754,0.9
82386.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",308.0,0.47985519025162454,0.94
82386.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",11.0,0.5291591407604878,0.94
82386.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",11.0,0.5291591407604878,0.94
82386.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",11.0,0.5291591407604878,0.94
82386.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",75.0,0.49021296082595156,0.98
82386.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",177.0,0.4910840124877508,0.94
82386.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",9.0,0.6270452678769324,0.94
82386.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",9.0,0.6270452678769324,0.94
82386.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",18.0,0.6195004656491778,0.89
82386.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",50.0,0.5871573539768652,0.96
82386.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",203.0,0.5378214014237911,0.99
37194.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",11.0,0.806117881815657,0.67
37194.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",26.0,0.8571493969831699,0.78
37194.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",26.0,0.8571493969831699,0.78
37194.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",33.0,0.7431813125291937,0.78
37194.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",224.0,0.5006427116504101,0.78
37194.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",5.0,0.6356135305407797,0.8
37194.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",60.0,0.6101024732002625,0.79
37194.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",64.0,0.6120298430281952,0.81
37194.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",64.0,0.6120298430281952,0.81
37194.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",64.0,0.6120298430281952,0.81
37194.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",2.0,1.5535889732222428,0.44
37194.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",2.0,1.5535889732222428,0.44
37194.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",2.0,1.5535889732222428,0.44
37194.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",2.0,1.5535889732222428,0.44
37194.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",84.0,0.48117078011392883,0.91
37194.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",12.0,0.7168823351144245,0.78
37194.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",35.0,0.9195416819246978,0.63
37194.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",109.0,0.6280154617746677,0.84
37194.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",193.0,0.4671918408246547,0.89
37194.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",806.0,0.46279745562964664,0.9
37194.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",6.0,0.8992392929662995,0.58
37194.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",19.0,0.5149987035543204,0.99
37194.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",26.0,0.48904146165535317,0.9
37194.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",52.0,0.4626914527410967,0.95
37194.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",498.0,0.4627532908667637,0.91
87498.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",3.0,1.3559923368696518,0.31
87498.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",3.0,1.3559923368696518,0.31
87498.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",46.0,1.0730075068633105,0.44
87498.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",184.0,0.6658855744915461,0.84
87498.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",0.0,0.0,0.0
87498.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",7.0,1.2569596296147574,0.48
87498.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",9.0,0.778785175416442,0.7
87498.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",16.0,0.7082499219804762,0.69
87498.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",31.0,0.5999179801237277,0.84
87498.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",689.0,0.5083239476471607,0.99
87498.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",5.0,0.811691093465355,0.75
87498.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",13.0,0.8147037528728842,0.76
87498.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",24.0,0.7463851421165606,0.85
87498.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",66.0,0.6515159464200889,0.87
87498.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",579.0,0.5025882540984219,1.0
87498.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",4.0,0.6272371262011244,0.88
87498.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",16.0,0.5893774539543367,0.89
87498.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",16.0,0.5893774539543367,0.89
87498.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",48.0,0.5152936222991795,0.97
87498.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",253.0,0.5034878336805777,1.0
87498.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",8.0,0.5239466959793926,0.95
87498.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",33.0,0.5336476697917607,0.97
87498.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",57.0,0.5274950255457018,0.98
87498.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",57.0,0.5274950255457018,0.98
87498.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",119.0,0.49950146720890115,0.99
44131.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",2.0,0.7922564090251046,0.63
44131.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",19.0,0.6545235336170291,0.84
44131.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",56.0,0.4982385917811299,0.84
44131.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",98.0,0.6030562435487485,0.76
44131.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",858.0,0.4725806345211008,0.98
44131.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",4.0,0.7316448078082612,0.82
44131.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",4.0,0.7316448078082612,0.82
44131.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",36.0,0.4799329539063546,0.94
44131.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",130.0,0.48297081217332355,0.96
44131.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",0.0,0.0,0.0
44131.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",3.0,0.933349025542633,0.64
44131.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",11.0,0.6003938549285606,0.91
44131.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",43.0,0.5582628360487983,0.83
44131.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",79.0,0.49191044636513304,0.94
44131.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",79.0,0.49191044636513304,0.94
44131.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",12.0,0.8574503759398462,0.62
44131.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",30.0,0.5269983076819859,0.98
44131.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",30.0,0.5269983076819859,0.98
44131.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",134.0,0.4615187519343722,0.97
44131.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",146.0,0.46349587855681434,0.98
44131.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",2.0,1.389481282808749,0.19
44131.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",4.0,1.4526131508079618,0.37
44131.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",24.0,0.5302238208660953,0.93
44131.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",24.0,0.5302238208660953,0.93
44131.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",149.0,0.4907480363854512,0.93
60263.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",6.0,0.4074569991597693,0.93
60263.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",6.0,0.4074569991597693,0.93
60263.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",22.0,0.37343733547724456,0.93
60263.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",76.0,0.29759108683317426,0.98
60263.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",76.0,0.29759108683317426,0.98
60263.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",9.0,0.381963626969886,0.93
60263.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",10.0,0.38182556075474566,0.93
60263.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",59.0,0.3072298698403209,0.91
60263.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",98.0,0.2966803088687404,0.92
60263.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",188.0,0.2888100110236726,0.99
60263.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",3.0,0.6755146060553335,0.82
60263.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",14.0,0.3502914263410788,0.97
60263.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",22.0,0.3331673514240295,0.89
60263.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",136.0,0.3040407312989437,0.9
60263.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",185.0,0.2956058164480613,0.96
60263.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",2.0,0.535887838538749,0.94
60263.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",13.0,0.38467744859300973,0.95
60263.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",22.0,0.38891369756830557,0.93
60263.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",25.0,0.38959915288661856,0.96
60263.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",84.0,0.30856400133088885,0.97
60263.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",5.0,0.5085178600727608,0.9
60263.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",14.0,0.3783739290303364,0.93
60263.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",20.0,0.3469085304496186,0.99
60263.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",110.0,0.2953154271896184,0.99
60263.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",281.0,0.2879432285304235,0.98
16023.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",5.0,1.018480439662313,0.52
16023.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",28.0,0.7208561752898157,0.78
16023.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",36.0,0.706714001511996,0.84
16023.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",46.0,0.6858452309241612,0.82
16023.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",273.0,0.5952564209843575,0.98
16023.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",4.0,0.6546418917727859,0.8
16023.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",12.0,0.6110945109667485,0.97
16023.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",37.0,0.5894305201245622,0.97
16023.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",56.0,0.5839115880559844,0.95
16023.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",56.0,0.5839115880559844,0.95
16023.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",7.0,0.6384985863557037,0.97
16023.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",14.0,0.6948107583090416,0.93
16023.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",27.0,0.670786235303963,0.81
16023.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",159.0,0.6221561336100845,0.84
16023.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",320.0,0.5773862521429945,0.91
16023.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",2.0,1.2400246824356211,0.52
16023.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",13.0,0.7201662155127205,0.78
16023.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",45.0,0.6812993893471585,0.86
16023.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",188.0,0.6914939750000686,0.84
16023.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",289.0,0.6698627391187127,0.77
16023.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",8.0,0.6935753230232244,0.83
16023.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",8.0,0.6935753230232244,0.83
16023.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",23.0,0.6821684282453587,0.86
16023.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",46.0,0.6789420895198209,0.77
16023.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",127.0,0.6669080047136983,0.81
41090.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",9.0,0.9468039175611556,0.54
41090.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",16.0,0.7460063802357837,0.75
41090.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",16.0,0.7460063802357837,0.75
41090.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",98.0,0.5129459523575355,0.93
41090.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",98.0,0.5129459523575355,0.93
41090.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",2.0,0.8624602882746139,0.62
41090.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",10.0,0.6230347137945398,0.82
41090.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",36.0,0.5953236368782534,0.85
41090.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",150.0,0.48883844178299846,0.92
41090.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",207.0,0.45557201279142795,1.0
41090.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",11.0,0.716123583156989,0.79
41090.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",11.0,0.716123583156989,0.79
41090.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",18.0,0.5377200418857855,0.9
41090.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",223.0,0.4391959196205421,0.94
41090.0,5.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",231.0,0.44135678875156736,0.95
41090.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",6.0,0.48554058327069066,0.92
41090.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",6.0,0.48554058327069066,0.92
41090.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",26.0,0.49559956425837287,0.83
41090.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",35.0,0.4591754927191567,0.96
41090.0,10.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",53.0,0.4511865201416702,0.95
41090.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",4.0,0.8278561437547941,0.65
41090.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",4.0,0.8278561437547941,0.65
41090.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",33.0,0.4479910807502203,0.94
41090.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",79.0,0.44363639455246967,0.96
41090.0,20.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",128.0,0.43881872349863466,0.97
67221.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",10.0,1.590039102583223,0.25
67221.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",31.0,0.6311943245650279,0.85
67221.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",74.0,0.5526224480124048,0.76
67221.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",372.0,0.4475429417410387,0.97
67221.0,1.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",372.0,0.4475429417410387,0.97
67221.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",7.0,2.037924884871882,0.31
67221.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",8.0,2.037995770108994,0.31
67221.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",8.0,2.037995770108994,0.31
67221.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",114.0,0.41945680612160885,0.99
67221.0,3.0,"[0.01, 0.001, 0.0001, 1e-05, 1e-06]",114.0,0.41945680612160885,0.99
