Seed,M,Tol,Convergence,Loss,Accuracy
44131.0,128.0,0.0001,47.0,0.5598541895682727,0.9296875
44131.0,256.0,0.01,2.0,1.201179420036503,0.34375
44131.0,256.0,0.001,24.0,0.906197941641528,0.63671875
44131.0,256.0,0.0001,108.0,0.6952436888393501,0.73828125
44131.0,512.0,0.01,12.0,0.7269421974450249,0.751953125
44131.0,512.0,0.001,29.0,0.6395085586179163,0.896484375
44131.0,512.0,0.0001,87.0,0.5580587278988917,0.919921875
44131.0,1024.0,0.01,18.0,0.6177958311679972,0.796875
44131.0,1024.0,0.001,26.0,0.5842478285119792,0.931640625
44131.0,1024.0,0.0001,26.0,0.5842478285119792,0.931640625
44131.0,2048.0,0.01,4.0,0.8191306686020686,0.70263671875
44131.0,2048.0,0.001,19.0,0.860398892888343,0.63037109375
44131.0,2048.0,0.0001,19.0,0.860398892888343,0.63037109375
60263.0,64.0,0.01,6.0,2.8239800604109155,0.03125
60263.0,64.0,0.001,19.0,0.36973449632290384,0.890625
60263.0,64.0,0.0001,37.0,0.30947496546637865,0.9375
60263.0,128.0,0.01,6.0,1.0283763294126163,0.53125
60263.0,128.0,0.001,43.0,0.3364448237545676,0.8984375
60263.0,128.0,0.0001,270.0,0.2970224142829362,0.953125
60263.0,256.0,0.01,2.0,0.4800074883691732,0.90234375
60263.0,256.0,0.001,22.0,0.325193592322908,0.96875
60263.0,256.0,0.0001,81.0,0.29309936872556236,0.96484375
60263.0,512.0,0.01,5.0,0.41322598639372604,0.92578125
60263.0,512.0,0.001,21.0,0.3220041558483844,0.96484375
60263.0,512.0,0.0001,29.0,0.33660343363632994,0.931640625
60263.0,1024.0,0.01,6.0,0.5509309210389588,0.8564453125
60263.0,1024.0,0.001,21.0,0.3931520535105508,0.93359375
60263.0,1024.0,0.0001,96.0,0.37193053185754316,0.986328125
60263.0,2048.0,0.01,12.0,0.8780151067672382,0.74658203125
60263.0,2048.0,0.001,46.0,0.5038951610788402,0.86474609375
60263.0,2048.0,0.0001,54.0,0.49528096028389534,0.87744140625
