Seed,Shots,Evaluations,CSteps,Epsilon
77973.0,2.0,3000.0,30.0,0.6045755128981201
77973.0,8.0,3000.0,30.0,0.4452084507491674
77973.0,32.0,3000.0,30.0,0.173678789723239
77973.0,128.0,3000.0,30.0,0.1176188439574266
77973.0,512.0,3000.0,30.0,0.064786366097528
15795.0,2.0,3000.0,30.0,0.6484941298038817
15795.0,8.0,3000.0,30.0,0.4331051925556566
15795.0,32.0,3000.0,30.0,0.228949225974725
15795.0,128.0,3000.0,30.0,0.1445142064046239
15795.0,512.0,3000.0,30.0,0.0783069645310099
15795.0,2048.0,3000.0,30.0,0.0592997225031646
15795.0,8192.0,3000.0,30.0,0.0840613597581799
860.0,2.0,3000.0,30.0,0.893064510830454
860.0,8.0,3000.0,30.0,0.369881023878287
860.0,32.0,3000.0,30.0,0.198087378437532
860.0,128.0,3000.0,30.0,0.1401682021460295
860.0,512.0,3000.0,30.0,0.069276514241508
860.0,2048.0,3000.0,30.0,0.04506941097921
860.0,8192.0,3000.0,30.0,0.0495314117401519
76820.0,2.0,3000.0,30.0,0.8223175982764493
76820.0,8.0,3000.0,30.0,0.6678386006677383
76820.0,32.0,3000.0,30.0,0.1727611366867848
76820.0,128.0,3000.0,30.0,0.112493359663488
76820.0,512.0,3000.0,30.0,0.0900738990860324
76820.0,2048.0,3000.0,30.0,0.062686680143348
76820.0,8192.0,3000.0,30.0,0.086663141341316
54886.0,2.0,3000.0,30.0,0.7646387256493128
54886.0,8.0,3000.0,30.0,0.472001092363991
54886.0,32.0,3000.0,30.0,0.25373862797912605
54886.0,128.0,3000.0,30.0,0.13899904473528202
54886.0,512.0,3000.0,30.0,0.09185992372967733
54886.0,2048.0,3000.0,30.0,0.04735395137249701
54886.0,8192.0,3000.0,30.0,0.11718293557376269
6265.0,2.0,3000.0,30.0,0.7917814777825968
6265.0,8.0,3000.0,30.0,0.33477785535089644
6265.0,32.0,3000.0,30.0,0.13921403959851764
6265.0,128.0,3000.0,30.0,0.09026965862164099
6265.0,512.0,3000.0,30.0,0.06262632693667103
6265.0,2048.0,3000.0,30.0,0.08709408709807098
6265.0,8192.0,3000.0,30.0,0.07902676074381099
82386.0,2.0,3000.0,30.0,0.8871329520340749
82386.0,8.0,3000.0,30.0,0.3359897280926034
82386.0,32.0,3000.0,30.0,0.24068435538860355
82386.0,128.0,3000.0,30.0,0.11783075618406164
82386.0,512.0,3000.0,30.0,0.08857099755404896
82386.0,2048.0,3000.0,30.0,0.04046192097818002
82386.0,8192.0,3000.0,30.0,0.0327377634884064
37194.0,2.0,3000.0,30.0,0.718021800466756
37194.0,8.0,3000.0,30.0,0.4210387802550458
37194.0,32.0,3000.0,30.0,0.273585987866806
37194.0,128.0,3000.0,30.0,0.16167350248616796
37194.0,512.0,3000.0,30.0,0.08976331828884465
37194.0,2048.0,3000.0,30.0,0.08218560896446203
37194.0,8192.0,3000.0,30.0,0.05008882071025156
87498.0,2.0,3000.0,30.0,0.8040372082807192
87498.0,8.0,3000.0,30.0,0.5856052798783641
87498.0,32.0,3000.0,30.0,0.24737558286721906
87498.0,128.0,3000.0,30.0,0.12672557359122005
87498.0,512.0,3000.0,30.0,0.05141823534693768
87498.0,2048.0,3000.0,30.0,0.03947571135115202
87498.0,8192.0,3000.0,30.0,0.03941390188055138
44131.0,2.0,3000.0,30.0,0.7640319545569283
44131.0,8.0,3000.0,30.0,0.38790845157624
44131.0,32.0,3000.0,30.0,0.22833562034283705
44131.0,128.0,3000.0,30.0,0.13551635395497796
44131.0,512.0,3000.0,30.0,0.045258220112511016
44131.0,2048.0,3000.0,30.0,0.06632946552458896
44131.0,8192.0,3000.0,30.0,0.03209042962141406
60263.0,2.0,3000.0,30.0,0.6359634348534731
60263.0,8.0,3000.0,30.0,0.4672603717802578
60263.0,32.0,3000.0,30.0,0.18993297176830304
60263.0,128.0,3000.0,30.0,0.13662621179906176
60263.0,512.0,3000.0,30.0,0.05399644026212702
60263.0,2048.0,3000.0,30.0,0.06844529354774498
60263.0,8192.0,3000.0,30.0,0.04053313019767146
16023.0,2.0,3000.0,30.0,0.8342819593575643
16023.0,8.0,3000.0,30.0,0.5091504042752234
16023.0,32.0,3000.0,30.0,0.20572324119042706
16023.0,128.0,3000.0,30.0,0.14875156714141602
16023.0,512.0,3000.0,30.0,0.06155225710023804
16023.0,2048.0,3000.0,30.0,0.15052796365808263
16023.0,8192.0,3000.0,30.0,0.02353553580627743
41090.0,2.0,3000.0,30.0,0.765911247654256
41090.0,8.0,3000.0,30.0,0.4542166373188584
41090.0,32.0,3000.0,30.0,0.19180758219167138
41090.0,128.0,3000.0,30.0,0.14547831054794863
41090.0,512.0,3000.0,30.0,0.05324721839686941
41090.0,2048.0,3000.0,30.0,0.06885321092868046
41090.0,8192.0,3000.0,30.0,0.029398761077290336
67221.0,2.0,3000.0,30.0,0.764251921065539
67221.0,8.0,3000.0,30.0,0.4856851085223489
67221.0,32.0,3000.0,30.0,0.220426369367568
67221.0,128.0,3000.0,30.0,0.07837062937824502
67221.0,512.0,3000.0,30.0,0.1683341779323645
67221.0,2048.0,3000.0,30.0,0.049010439062220024
67221.0,8192.0,3000.0,30.0,0.03051958983262404
64820.0,2.0,3000.0,30.0,0.7998487534298618
64820.0,8.0,3000.0,30.0,0.42588366949601053
64820.0,32.0,3000.0,30.0,0.17221258821052726
64820.0,128.0,3000.0,30.0,0.14314189168875946
64820.0,512.0,3000.0,30.0,0.08868191518623963
64820.0,2048.0,3000.0,30.0,0.033497594695585775
64820.0,8192.0,3000.0,30.0,0.04468377828489101
769.0,2.0,3000.0,30.0,0.7985194709041
769.0,8.0,3000.0,30.0,0.504452384343107
769.0,32.0,3000.0,30.0,0.309394341788871
769.0,128.0,3000.0,30.0,0.15651633016633903
769.0,512.0,3000.0,30.0,0.0830905147423
769.0,2048.0,3000.0,30.0,0.10676163375979802
769.0,8192.0,3000.0,30.0,0.05362644749756443
59735.0,2.0,3000.0,30.0,0.743429665045774
59735.0,8.0,3000.0,30.0,0.459486331835667
59735.0,32.0,3000.0,30.0,0.2326908152010031
59735.0,128.0,3000.0,30.0,0.11890475819759505
59735.0,512.0,3000.0,30.0,0.03600856484895998
59735.0,2048.0,3000.0,30.0,0.034748585916244745
59735.0,8192.0,3000.0,30.0,0.01766216446166402
62955.0,2.0,3000.0,30.0,0.7593593913459
62955.0,8.0,3000.0,30.0,0.43992711708506604
62955.0,32.0,3000.0,30.0,0.17132211224712468
62955.0,128.0,3000.0,30.0,0.110931504204198
62955.0,512.0,3000.0,30.0,0.07828518867864531
62955.0,2048.0,3000.0,30.0,0.08697239269614965
62955.0,8192.0,3000.0,30.0,0.057516383813196625
64925.0,2.0,3000.0,30.0,0.6726238619903661
64925.0,8.0,3000.0,30.0,0.4881047621737442
64925.0,32.0,3000.0,30.0,0.23668519251304654
64925.0,128.0,3000.0,30.0,0.1249207383427211
64925.0,512.0,3000.0,30.0,0.10457849877854808
64925.0,2048.0,3000.0,30.0,0.07002648263780803
64925.0,8192.0,3000.0,30.0,0.03855888713000555
67969.0,2.0,3000.0,30.0,0.840317515503871
67969.0,8.0,3000.0,30.0,0.537429693450798
67969.0,32.0,3000.0,30.0,0.17316635059333801
67969.0,128.0,3000.0,30.0,0.12588788458946998
67969.0,512.0,3000.0,30.0,0.09032928792628603
67969.0,2048.0,3000.0,30.0,0.05189695782770609
67969.0,8192.0,3000.0,30.0,0.06082867720406604
5311.0,2.0,3000.0,30.0,0.9433205480308302
5311.0,8.0,3000.0,30.0,0.472210612116697
5311.0,32.0,3000.0,30.0,0.24434970790018606
5311.0,128.0,3000.0,30.0,0.1116973025941096
5311.0,512.0,3000.0,30.0,0.046516957186900076
5311.0,2048.0,3000.0,30.0,0.05016365202594403
5311.0,8192.0,3000.0,30.0,0.03791382336671034
83104.0,2.0,3000.0,30.0,0.7437479002706298
83104.0,8.0,3000.0,30.0,0.38983138509868287
83104.0,32.0,3000.0,30.0,0.21927806568767405
83104.0,128.0,3000.0,30.0,0.105488848068791
83104.0,512.0,3000.0,30.0,0.08431525879288282
83104.0,2048.0,3000.0,30.0,0.06870211659019976
83104.0,8192.0,3000.0,30.0,0.03640197041037602
53707.0,2.0,3000.0,30.0,0.832637456099429
53707.0,8.0,3000.0,30.0,0.49111186182210853
53707.0,32.0,3000.0,30.0,0.3276239169933097
53707.0,128.0,3000.0,30.0,0.16883731456020573
53707.0,512.0,3000.0,30.0,0.06746248300069102
53707.0,2048.0,3000.0,30.0,0.10282295906758454
53707.0,8192.0,3000.0,30.0,0.04174965820919102
85305.0,2.0,3000.0,30.0,0.84612164300277
85305.0,8.0,3000.0,30.0,0.380890190196224
85305.0,32.0,3000.0,30.0,0.195335210215826
85305.0,128.0,3000.0,30.0,0.1162988595377134
85305.0,512.0,3000.0,30.0,0.06170971043745899
85305.0,2048.0,3000.0,30.0,0.059022445253628986
85305.0,8192.0,3000.0,30.0,0.044194014982265994
28693.0,2.0,3000.0,30.0,0.733746887229446
28693.0,8.0,3000.0,30.0,0.5273725310730567
28693.0,32.0,3000.0,30.0,0.2516463439167991
28693.0,128.0,3000.0,30.0,0.137831349191801
28693.0,512.0,3000.0,30.0,0.09428024417815983
28693.0,2048.0,3000.0,30.0,0.11321524682421502
28693.0,8192.0,3000.0,30.0,0.063021189462164
71932.0,2.0,3000.0,30.0,0.9389406803002021
71932.0,8.0,3000.0,30.0,0.48844416137268587
71932.0,32.0,3000.0,30.0,0.17166610306670438
71932.0,128.0,3000.0,30.0,0.08963936755924906
71932.0,512.0,3000.0,30.0,0.05845772457711504
71932.0,2048.0,3000.0,30.0,0.024904101133405354
71932.0,8192.0,3000.0,30.0,0.016758217719882063
93016.0,2.0,3000.0,30.0,0.88382474914437
93016.0,8.0,3000.0,30.0,0.7199833008168709
93016.0,32.0,3000.0,30.0,0.33180270816883306
93016.0,128.0,3000.0,30.0,0.1217103168172084
93016.0,512.0,3000.0,30.0,0.10353413989035398
93016.0,2048.0,3000.0,30.0,0.07380039963590102
93016.0,8192.0,3000.0,30.0,0.051536875954451
25658.0,2.0,3000.0,30.0,0.68063139457814
25658.0,8.0,3000.0,30.0,0.5243407114367737
25658.0,32.0,3000.0,30.0,0.21963704116253902
25658.0,128.0,3000.0,30.0,0.15020615643763835
25658.0,512.0,3000.0,30.0,0.15259693432328197
25658.0,2048.0,3000.0,30.0,0.10500248157839998
25658.0,8192.0,3000.0,30.0,0.028508827436194983
84478.0,2.0,3000.0,30.0,0.8425402592482198
84478.0,8.0,3000.0,30.0,0.3393820667205256
84478.0,32.0,3000.0,30.0,0.12623668154483603
84478.0,128.0,3000.0,30.0,0.06723432468031001
84478.0,512.0,3000.0,30.0,0.04570349184299782
84478.0,2048.0,3000.0,30.0,0.04549181641122729
84478.0,8192.0,3000.0,30.0,0.029957022920948317
18431.0,2.0,3000.0,30.0,0.7552062004691827
