seed,R,C,M,train acc,test acc,epsilon,evaluations
5200.0,64.0,10.0,100.0,0.992,,0.1069949196725272,65808.0
5200.0,256.0,10.0,100.0,0.993,,0.0283651101554236,66756.0
5200.0,512.0,10.0,100.0,0.993,,0.0125141804636265,66265.0
5200.0,1024.0,10.0,100.0,0.993,,0.0119264405885802,67385.0
5200.0,2048.0,10.0,100.0,0.993,,0.0160105986161562,67491.0
5200.0,4096.0,10.0,100.0,0.993,,0.0048891670047317,66999.0
57665.0,1.0,10.0,100.0,0.988,,0.9566729199389794,85288.0
57665.0,4.0,10.0,100.0,0.991,,0.4338064002281403,79249.0
57665.0,8.0,10.0,100.0,0.992,,0.1834363558229651,73701.0
57665.0,64.0,10.0,100.0,0.992,,0.1096285704499616,69901.0
57665.0,256.0,10.0,100.0,0.992,,0.032040095771348,71600.0
57665.0,512.0,10.0,100.0,0.992,,0.0269660893023963,72407.0
57665.0,1024.0,10.0,100.0,0.992,,0.0139868201161488,72551.0
57665.0,2048.0,10.0,100.0,0.992,,0.019818247316599,71787.0
57665.0,4096.0,10.0,100.0,0.992,,0.0104820407783332,71738.0
60244.0,1.0,10.0,100.0,0.982,,1.0751358522440575,84271.0
60244.0,4.0,10.0,100.0,0.991,,0.3297789934202196,77629.0
60244.0,8.0,10.0,100.0,0.992,,0.1465853923219505,72988.0
60244.0,64.0,10.0,100.0,0.992,,0.1017028308308088,67860.0
60244.0,256.0,10.0,100.0,0.992,,0.0176000483018133,69925.0
60244.0,512.0,10.0,100.0,0.992,,0.0115284975576557,69562.0
60244.0,1024.0,10.0,100.0,0.992,,0.0162831806538358,69931.0
60244.0,2048.0,10.0,100.0,0.992,,0.0181954031748254,70437.0
60244.0,4096.0,10.0,100.0,0.992,,0.0095913000903233,69654.0
95820.0,1.0,10.0,100.0,0.986,,0.951941810725118,83539.0
95820.0,4.0,10.0,100.0,0.992,,0.388376519523508,78876.0
95820.0,8.0,10.0,100.0,0.992,,0.2064584408640253,69905.0
95820.0,64.0,10.0,100.0,0.991,,0.1060183739505816,66401.0
95820.0,256.0,10.0,100.0,0.992,,0.0290663764267296,70141.0
95820.0,512.0,10.0,100.0,0.993,,0.0195330233665345,71015.0
95820.0,1024.0,10.0,100.0,0.993,,0.0245028672011353,69398.0
95820.0,2048.0,10.0,100.0,0.993,,0.0159945651739601,68293.0
95820.0,4096.0,10.0,100.0,0.993,,0.0079677675055442,70421.0
85261.0,1.0,10.0,100.0,0.984,,1.0377909415033886,86118.0
85261.0,4.0,10.0,100.0,0.992,,0.3141786393330498,76767.0
85261.0,8.0,10.0,100.0,0.992,,0.1466943093574779,73907.0
85261.0,64.0,10.0,100.0,0.993,,0.1100470734468125,66571.0
85261.0,256.0,10.0,100.0,0.993,,0.0278682695039375,67122.0
85261.0,512.0,10.0,100.0,0.993,,0.0207434533885776,70268.0
85261.0,1024.0,10.0,100.0,0.993,,0.0127410983487817,69029.0
85261.0,2048.0,10.0,100.0,0.993,,0.0097405193290845,69484.0
85261.0,4096.0,10.0,100.0,0.993,,0.0110521165165165,69419.0
87654.0,1.0,10.0,100.0,0.982,,1.0205596377837105,85951.0
87654.0,4.0,10.0,100.0,0.99,,0.3646102074290038,82560.0
87654.0,8.0,10.0,100.0,0.993,,0.1754343947369096,78064.0
87654.0,64.0,10.0,100.0,0.992,,0.1025395350951407,68833.0
87654.0,256.0,10.0,100.0,0.992,,0.0264903400473832,72591.0
87654.0,512.0,10.0,100.0,0.992,,0.0259977021379681,73204.0
87654.0,1024.0,10.0,100.0,0.992,,0.0119225738784089,73664.0
87654.0,2048.0,10.0,100.0,0.992,,0.0174184950402665,73664.0
87654.0,4096.0,10.0,100.0,0.992,,0.0,73664.0
53536.0,1.0,10.0,100.0,0.982,,1.0243677281454022,84777.0
53536.0,4.0,10.0,100.0,0.992,,0.3079677211853275,78066.0
53536.0,8.0,10.0,100.0,0.992,,0.1151495731155234,74218.0
53536.0,64.0,10.0,100.0,0.993,,0.0974181066227739,67610.0
53536.0,256.0,10.0,100.0,0.993,,0.0240305351802136,69029.0
53536.0,512.0,10.0,100.0,0.993,,0.0182676971797698,69064.0
53536.0,1024.0,10.0,100.0,0.993,,0.0066448054785022,68878.0
53536.0,2048.0,10.0,100.0,0.993,,0.0121207116813146,69300.0
53536.0,4096.0,10.0,100.0,0.993,,0.0092082183094572,68879.0
47655.0,1.0,10.0,100.0,0.982,,0.9237454403111598,85527.0
47655.0,4.0,10.0,100.0,0.991,,0.3032438969341215,74770.0
47655.0,8.0,10.0,100.0,0.992,,0.1115553096237275,73992.0
47655.0,64.0,10.0,100.0,0.992,,0.1099019572820353,67595.0
47655.0,256.0,10.0,100.0,0.992,,0.0250306968371001,68262.0
47655.0,512.0,10.0,100.0,0.992,,0.0130892073858541,68025.0
47655.0,1024.0,10.0,100.0,0.992,,0.0126727313769793,68934.0
47655.0,2048.0,10.0,100.0,0.992,,0.0134817575234904,68995.0
47655.0,4096.0,10.0,100.0,0.992,,0.0098617139416517,68789.0
87453.0,1.0,1000.0,100.0,0.992,,28.244135968281448,46113.0
87453.0,4.0,1000.0,100.0,0.999,,4.1116472806608,31709.0
87453.0,8.0,1000.0,100.0,0.998,,2.994495258772239,26558.0
87453.0,64.0,1000.0,100.0,0.999,,0.6792435877068536,24472.0
87453.0,256.0,1000.0,100.0,0.999,,0.8131208703079384,24515.0
87453.0,512.0,1000.0,100.0,0.999,,1.1058263494493294,23021.0
87453.0,1024.0,1000.0,100.0,0.999,,0.8355797410349863,23477.0
87453.0,2048.0,1000.0,100.0,0.999,,0.6245757434143435,23697.0
87453.0,4096.0,1000.0,100.0,0.998,,0.6496912030963541,22901.0
30633.0,1.0,1000.0,100.0,0.99,,33.69242360372306,44245.0
30633.0,4.0,1000.0,100.0,0.997,,3.811978471496157,30112.0
30633.0,8.0,1000.0,100.0,0.997,,2.8169876524094293,25665.0
30633.0,64.0,1000.0,100.0,1.0,,0.9959040665982676,23901.0
30633.0,256.0,1000.0,100.0,0.999,,0.8711838211238488,24931.0
30633.0,512.0,1000.0,100.0,0.997,,0.6775884980496385,23869.0
30633.0,1024.0,1000.0,100.0,0.999,,0.4416490814891494,23864.0
30633.0,2048.0,1000.0,100.0,0.999,,0.6753917224243624,22378.0
30633.0,4096.0,1000.0,100.0,1.0,,0.772617692418043,24778.0
38630.0,1.0,1000.0,100.0,0.993,,33.87142753843389,42146.0
38630.0,4.0,1000.0,100.0,0.996,,4.746727301851636,29392.0
38630.0,8.0,1000.0,100.0,0.998,,3.2886609251100225,27918.0
38630.0,64.0,1000.0,100.0,0.999,,1.4201643592652324,25054.0
38630.0,256.0,1000.0,100.0,0.997,,0.8134706754704346,24446.0
38630.0,512.0,1000.0,100.0,0.998,,0.9417956048685372,25233.0
38630.0,1024.0,1000.0,100.0,0.998,,0.7634773087878803,24776.0
38630.0,2048.0,1000.0,100.0,0.997,,0.6210566402156179,21985.0
38630.0,4096.0,1000.0,100.0,0.999,,0.9707412178304832,21999.0
36003.0,1.0,1000.0,100.0,0.993,,24.96620023571113,41753.0
36003.0,4.0,1000.0,100.0,0.998,,2.610973604954371,27883.0
36003.0,8.0,1000.0,100.0,0.998,,1.7769183471929764,27082.0
36003.0,64.0,1000.0,100.0,0.998,,0.9342375243605416,23420.0
36003.0,256.0,1000.0,100.0,0.999,,0.5554523239227203,22451.0
36003.0,512.0,1000.0,100.0,0.999,,0.7789608409246865,23064.0
36003.0,1024.0,1000.0,100.0,0.999,,0.7706374072265814,22978.0
36003.0,2048.0,1000.0,100.0,0.999,,0.3101527369944789,22493.0
36003.0,4096.0,1000.0,100.0,0.999,,0.8625607185681473,22370.0
18080.0,1.0,1000.0,100.0,0.988,,30.084377179726268,43934.0
18080.0,4.0,1000.0,100.0,0.997,,3.938429319130695,30584.0
18080.0,8.0,1000.0,100.0,0.999,,2.453274658812499,28151.0
18080.0,64.0,1000.0,100.0,0.999,,0.9384547340394688,24608.0
18080.0,256.0,1000.0,100.0,1.0,,0.7535857174480444,26015.0
18080.0,512.0,1000.0,100.0,1.0,,0.9115621635374612,25544.0
18080.0,1024.0,1000.0,100.0,0.999,,1.0822941698405328,26067.0
18080.0,2048.0,1000.0,100.0,0.999,,0.7831824426789417,26439.0
18080.0,4096.0,1000.0,100.0,0.999,,1.0525565082327772,26102.0
51116.0,1.0,1000.0,100.0,0.986,,26.87321592717424,42205.0
51116.0,4.0,1000.0,100.0,0.988,,3.690982462428408,30187.0
51116.0,8.0,1000.0,100.0,0.995,,2.361667474767472,25526.0
51116.0,64.0,1000.0,100.0,0.996,,1.1992611042217232,23305.0
51116.0,256.0,1000.0,100.0,0.999,,0.4901816060931379,23260.0
51116.0,512.0,1000.0,100.0,0.998,,1.0008761734309413,22439.0
51116.0,1024.0,1000.0,100.0,0.999,,0.5606308781937641,24198.0
51116.0,2048.0,1000.0,100.0,0.999,,0.5585376491360161,23962.0
51116.0,4096.0,1000.0,100.0,0.999,,0.7134861988250584,23044.0
62549.0,1.0,1000.0,100.0,0.993,,23.931601432847387,43061.0
62549.0,4.0,1000.0,100.0,0.996,,3.759189986207385,30021.0
62549.0,8.0,1000.0,100.0,0.997,,2.622880991743555,25846.0
62549.0,64.0,1000.0,100.0,0.999,,1.4600033959148893,24243.0
62549.0,256.0,1000.0,100.0,0.998,,0.6100951230887791,24215.0
62549.0,512.0,1000.0,100.0,0.997,,0.748723325177633,22935.0
62549.0,1024.0,1000.0,100.0,0.997,,0.5516704533129543,23995.0
62549.0,2048.0,1000.0,100.0,0.996,,0.6926599433407253,23346.0
62549.0,4096.0,1000.0,100.0,0.996,,0.6179106614941416,23879.0
24583.0,1.0,1000.0,100.0,0.99,,31.35611821734904,44680.0
24583.0,4.0,1000.0,100.0,0.998,,3.704668023014331,31197.0
24583.0,8.0,1000.0,100.0,0.997,,2.493191581465089,29201.0
24583.0,64.0,1000.0,100.0,0.999,,1.60660755094399,24558.0
24583.0,256.0,1000.0,100.0,1.0,,1.0634004914578918,26547.0
24583.0,512.0,1000.0,100.0,1.0,,0.5932388791408758,26409.0
24583.0,1024.0,1000.0,100.0,1.0,,0.6957054938610627,27955.0
24583.0,2048.0,1000.0,100.0,1.0,,0.60671527442974,27020.0
24583.0,4096.0,1000.0,100.0,0.997,,1.0585026431752476,26380.0
41004.0,1.0,1000.0,100.0,0.991,,24.57086951524296,46058.0
41004.0,4.0,1000.0,100.0,0.997,,4.392062204444329,29819.0
41004.0,8.0,1000.0,100.0,0.997,,2.569042836306762,27938.0
41004.0,64.0,1000.0,100.0,0.999,,1.0222388969976757,22708.0
41004.0,256.0,1000.0,100.0,0.999,,1.130669821666166,23494.0
41004.0,512.0,1000.0,100.0,0.998,,1.1560847047810714,25729.0
41004.0,1024.0,1000.0,100.0,0.999,,1.1256429261037595,22867.0
41004.0,2048.0,1000.0,100.0,0.999,,0.8101922574618308,22255.0
41004.0,4096.0,1000.0,100.0,0.998,,1.0765280302633418,23076.0
63952.0,1.0,1000.0,100.0,0.996,,28.947480839819736,44619.0
63952.0,4.0,1000.0,100.0,0.998,,3.8190393411612833,29157.0
63952.0,8.0,1000.0,100.0,0.999,,2.4838361609040245,28459.0
63952.0,64.0,1000.0,100.0,1.0,,1.6755418836886808,24963.0
63952.0,256.0,1000.0,100.0,1.0,,1.012678761801835,25001.0
63952.0,512.0,1000.0,100.0,1.0,,1.175683847329349,24953.0
63952.0,1024.0,1000.0,100.0,1.0,,0.4699253142536268,25726.0
63952.0,2048.0,1000.0,100.0,1.0,,0.9286604679959952,24891.0
63952.0,4096.0,1000.0,100.0,1.0,,1.2593108517229896,24086.0
2817.0,1.0,1000.0,100.0,0.987,,25.912119645586984,43842.0
2817.0,4.0,1000.0,100.0,0.997,,3.646163632495514,31487.0
2817.0,8.0,1000.0,100.0,0.997,,2.426721386214942,29259.0
2817.0,64.0,1000.0,100.0,0.998,,1.2713285833299794,24203.0
2817.0,256.0,1000.0,100.0,0.999,,0.6998387288505767,27577.0
2817.0,512.0,1000.0,100.0,0.999,,0.9958924459029542,26996.0
2817.0,1024.0,1000.0,100.0,1.0,,1.0058190620781309,26368.0
2817.0,2048.0,1000.0,100.0,0.999,,0.781913982263687,26647.0
2817.0,4096.0,1000.0,100.0,0.999,,0.7969180942106634,23354.0
91454.0,1.0,1000.0,100.0,0.988,,26.581417164643863,42647.0
91454.0,4.0,1000.0,100.0,0.999,,3.2663156420734265,31038.0
91454.0,8.0,1000.0,100.0,0.998,,2.5824786361844443,29712.0
91454.0,64.0,1000.0,100.0,0.999,,0.9949484823453484,25613.0
91454.0,256.0,1000.0,100.0,0.999,,0.845731404160436,27108.0
91454.0,512.0,1000.0,100.0,0.999,,0.6644382905541554,26881.0
91454.0,1024.0,1000.0,100.0,1.0,,0.5449124626267459,27177.0
91454.0,2048.0,1000.0,100.0,1.0,,0.7049575127235768,26431.0
91454.0,4096.0,1000.0,100.0,1.0,,0.7285326311087063,27668.0
94802.0,1.0,1000.0,100.0,0.993,,23.725385792104216,43049.0
94802.0,4.0,1000.0,100.0,0.997,,3.6913229996304073,29309.0
94802.0,8.0,1000.0,100.0,0.998,,2.8457838607290427,27972.0
94802.0,64.0,1000.0,100.0,0.999,,1.0847536455204372,25056.0
94802.0,256.0,1000.0,100.0,0.998,,0.8009874766800056,24321.0
94802.0,512.0,1000.0,100.0,0.998,,0.7717278428286185,24156.0
94802.0,1024.0,1000.0,100.0,0.999,,1.1039367971359564,23283.0
94802.0,2048.0,1000.0,100.0,0.998,,0.7658954324369704,24463.0
94802.0,4096.0,1000.0,100.0,0.999,,0.8254952160255886,23211.0
50552.0,1.0,1000.0,100.0,0.981,,32.3169586818558,44211.0
50552.0,4.0,1000.0,100.0,0.997,,3.9121795681958735,29736.0
50552.0,8.0,1000.0,100.0,0.998,,2.688680739353427,28424.0
50552.0,64.0,1000.0,100.0,0.999,,0.940237778801507,25652.0
50552.0,256.0,1000.0,100.0,0.999,,0.8850106999912855,24891.0
50552.0,512.0,1000.0,100.0,0.999,,0.6284582793756242,24443.0
50552.0,1024.0,1000.0,100.0,0.999,,0.9636420868686776,24463.0
50552.0,2048.0,1000.0,100.0,0.999,,0.6399461541456528,25197.0
50552.0,4096.0,1000.0,100.0,0.998,,0.7573892605794734,23916.0
99057.0,1.0,1000.0,100.0,0.989,,30.10165002234596,43388.0
99057.0,4.0,1000.0,100.0,0.997,,4.0360595166723225,28272.0
99057.0,8.0,1000.0,100.0,0.997,,3.274602998508623,25922.0
99057.0,64.0,1000.0,100.0,1.0,,1.277986735392146,24390.0
99057.0,256.0,1000.0,100.0,0.999,,0.9867544283593884,23224.0
99057.0,512.0,1000.0,100.0,0.998,,0.8685075773657454,22693.0
99057.0,1024.0,1000.0,100.0,0.999,,1.1426683154962909,22489.0
99057.0,2048.0,1000.0,100.0,1.0,,1.1750238306904424,22833.0
99057.0,4096.0,1000.0,100.0,0.997,,0.9721866550967986,23409.0
80176.0,1.0,1000.0,100.0,0.984,,29.936223085963217,45317.0
80176.0,4.0,1000.0,100.0,0.996,,4.392543090232865,30680.0
80176.0,8.0,1000.0,100.0,0.995,,2.9899321939268853,27471.0
80176.0,64.0,1000.0,100.0,0.996,,1.2351488625603553,23593.0
80176.0,256.0,1000.0,100.0,0.997,,1.0917167780027714,23741.0
80176.0,512.0,1000.0,100.0,0.999,,1.3089134662011714,22126.0
80176.0,1024.0,1000.0,100.0,0.997,,1.2322096854703888,23766.0
80176.0,2048.0,1000.0,100.0,0.994,,1.021903020395829,21877.0
80176.0,4096.0,1000.0,100.0,0.993,,0.589300467148574,22817.0
86040.0,1.0,1000.0,100.0,0.993,,23.46460273505464,43383.0
86040.0,4.0,1000.0,100.0,0.998,,3.603308952321516,31044.0
86040.0,8.0,1000.0,100.0,0.997,,3.285464701253648,27253.0
86040.0,64.0,1000.0,100.0,0.998,,1.495228262118398,26439.0
86040.0,256.0,1000.0,100.0,0.996,,1.0636094450515814,24200.0
86040.0,512.0,1000.0,100.0,0.998,,0.5108985410492273,24444.0
86040.0,1024.0,1000.0,100.0,0.999,,0.6006430819675719,24718.0
86040.0,2048.0,1000.0,100.0,0.997,,0.7860431688983536,26066.0
86040.0,4096.0,1000.0,100.0,0.997,,0.6698753177680338,25441.0
3833.0,1.0,1000.0,100.0,0.993,,25.95335568415705,43949.0
3833.0,4.0,1000.0,100.0,0.997,,3.4161808641658467,28111.0
3833.0,8.0,1000.0,100.0,0.998,,2.1664223287194613,26220.0
3833.0,64.0,1000.0,100.0,0.999,,1.247290928333922,23037.0
3833.0,256.0,1000.0,100.0,0.998,,1.0002749050455522,24403.0
3833.0,512.0,1000.0,100.0,0.998,,0.8967474736440113,23713.0
3833.0,1024.0,1000.0,100.0,0.998,,0.3054332847165071,24873.0
3833.0,2048.0,1000.0,100.0,0.998,,0.639202322503509,24162.0
3833.0,4096.0,1000.0,100.0,0.999,,0.743969080017898,24945.0
11139.0,1.0,1000.0,100.0,0.989,,26.76667573992455,46130.0
11139.0,4.0,1000.0,100.0,0.998,,3.673102152986357,31747.0
11139.0,8.0,1000.0,100.0,0.998,,1.982895290858428,25991.0
11139.0,64.0,1000.0,100.0,0.998,,1.3320227255253645,25851.0
11139.0,256.0,1000.0,100.0,0.999,,0.9785467824594594,23962.0
11139.0,512.0,1000.0,100.0,0.995,,0.7047581918955929,23732.0
11139.0,1024.0,1000.0,100.0,0.995,,1.387373832433953,22595.0
11139.0,2048.0,1000.0,100.0,0.999,,1.011002847529892,22896.0
11139.0,4096.0,1000.0,100.0,0.995,,0.647076255026823,22885.0
95270.0,1.0,1000.0,100.0,0.993,,29.463201692647974,43565.0
95270.0,4.0,1000.0,100.0,0.997,,4.005073852659362,29400.0
95270.0,8.0,1000.0,100.0,0.998,,2.6612102294114104,26053.0
95270.0,64.0,1000.0,100.0,0.998,,1.524247859977829,26186.0
95270.0,256.0,1000.0,100.0,0.997,,1.1035343981180654,25853.0
95270.0,512.0,1000.0,100.0,0.998,,1.2475234663279062,25387.0
95270.0,1024.0,1000.0,100.0,0.998,,0.9091952573767026,24567.0
95270.0,2048.0,1000.0,100.0,1.0,,0.669073129373566,24284.0
95270.0,4096.0,1000.0,100.0,0.998,,0.8436780113638049,24190.0
19659.0,1.0,1000.0,100.0,0.991,,27.01576253474794,42062.0
19659.0,4.0,1000.0,100.0,0.997,,3.820253712817139,27349.0
19659.0,8.0,1000.0,100.0,0.997,,3.136834916818234,25310.0
19659.0,64.0,1000.0,100.0,0.999,,1.2858567244558814,23787.0
19659.0,256.0,1000.0,100.0,0.999,,0.9825237653513036,23518.0
19659.0,512.0,1000.0,100.0,0.999,,1.227748277471481,21443.0
19659.0,1024.0,1000.0,100.0,0.999,,0.8193700416972901,22012.0
19659.0,2048.0,1000.0,100.0,0.998,,0.9988319978499984,22536.0
19659.0,4096.0,1000.0,100.0,0.999,,1.4004300869964028,23038.0
36650.0,1.0,1000.0,100.0,0.992,,33.01982885585328,44731.0
36650.0,4.0,1000.0,100.0,0.998,,4.011223324732956,31793.0
36650.0,8.0,1000.0,100.0,0.998,,2.786033412997049,28668.0
36650.0,64.0,1000.0,100.0,1.0,,1.2820321476135763,23286.0
36650.0,256.0,1000.0,100.0,0.999,,0.4107195513986639,24189.0
36650.0,512.0,1000.0,100.0,0.999,,0.6209953422008125,24820.0
36650.0,1024.0,1000.0,100.0,0.999,,0.7457262902375372,23879.0
36650.0,2048.0,1000.0,100.0,0.998,,1.3680611259198132,24041.0
36650.0,4096.0,1000.0,100.0,0.998,,0.5369274297946359,24184.0
10342.0,1.0,1000.0,100.0,0.993,,27.487419797076598,45321.0
10342.0,4.0,1000.0,100.0,0.998,,3.930198498033338,27931.0
10342.0,8.0,1000.0,100.0,0.998,,2.489095324280239,27050.0
10342.0,64.0,1000.0,100.0,0.998,,1.5460629902054492,23210.0
10342.0,256.0,1000.0,100.0,0.999,,1.222773458577909,25544.0
10342.0,512.0,1000.0,100.0,0.999,,0.5286997425137328,25551.0
10342.0,1024.0,1000.0,100.0,0.998,,0.6469770711843223,24452.0
10342.0,2048.0,1000.0,100.0,0.999,,0.4900554067289035,25916.0
10342.0,4096.0,1000.0,100.0,0.999,,1.0358523248055365,22945.0
29699.0,1.0,1000.0,100.0,0.994,,34.724653329187845,45438.0
29699.0,4.0,1000.0,100.0,0.997,,4.090639306039496,30701.0
29699.0,8.0,1000.0,100.0,0.998,,2.3999277951208344,26448.0
29699.0,64.0,1000.0,100.0,0.998,,1.12755521361109,24313.0
29699.0,256.0,1000.0,100.0,0.999,,1.2978000866513604,25070.0
29699.0,512.0,1000.0,100.0,0.996,,0.7482743231192583,25114.0
29699.0,1024.0,1000.0,100.0,0.998,,0.8358316466827743,24573.0
29699.0,2048.0,1000.0,100.0,0.999,,1.3381554176141064,24289.0
29699.0,4096.0,1000.0,100.0,0.999,,1.0969060801551884,23861.0
55868.0,1.0,1000.0,100.0,0.991,,24.813024804633045,42033.0
55868.0,4.0,1000.0,100.0,0.995,,4.401596993781501,30126.0
55868.0,8.0,1000.0,100.0,0.997,,2.428679748301695,25185.0
55868.0,64.0,1000.0,100.0,0.999,,1.458765269991876,23510.0
55868.0,256.0,1000.0,100.0,0.998,,0.7976254520477006,23783.0
55868.0,512.0,1000.0,100.0,0.997,,0.8305425718269461,22044.0
55868.0,1024.0,1000.0,100.0,0.998,,1.1108789690255263,22790.0
55868.0,2048.0,1000.0,100.0,0.997,,1.049884661688893,23039.0
55868.0,4096.0,1000.0,100.0,0.997,,0.753883137071351,22517.0
84485.0,1.0,1000.0,100.0,0.992,,30.3584510127022,46330.0
84485.0,4.0,1000.0,100.0,0.995,,3.191206942845895,30099.0
84485.0,8.0,1000.0,100.0,0.994,,2.677916230060114,27924.0
84485.0,64.0,1000.0,100.0,0.993,,1.3097452763119544,24346.0
84485.0,256.0,1000.0,100.0,0.996,,0.7019084748338951,25248.0
84485.0,512.0,1000.0,100.0,0.994,,0.8702626256916819,24982.0
84485.0,1024.0,1000.0,100.0,0.994,,0.7758893184393796,23922.0
84485.0,2048.0,1000.0,100.0,0.995,,0.7691087487993087,24739.0
84485.0,4096.0,1000.0,100.0,0.995,,0.9434748872447444,23807.0
17348.0,1.0,1000.0,100.0,0.994,,31.65231934334845,44355.0
17348.0,4.0,1000.0,100.0,0.997,,4.863688896805715,30905.0
17348.0,8.0,1000.0,100.0,0.999,,3.5775385171841667,29365.0
17348.0,64.0,1000.0,100.0,0.999,,0.7057784860953629,25818.0
17348.0,256.0,1000.0,100.0,0.996,,1.0880409346023066,25565.0
17348.0,512.0,1000.0,100.0,0.999,,0.4139598516239999,24210.0
17348.0,1024.0,1000.0,100.0,1.0,,0.6900422708151123,22571.0
17348.0,2048.0,1000.0,100.0,0.997,,0.7085147123663733,23810.0
17348.0,4096.0,1000.0,100.0,0.996,,0.6095642615273529,24041.0
69797.0,1.0,1000.0,100.0,0.994,,30.12105412645018,41782.0
69797.0,4.0,1000.0,100.0,0.995,,3.086670396799222,28091.0
69797.0,8.0,1000.0,100.0,0.992,,2.2065122085688182,25930.0
69797.0,64.0,1000.0,100.0,0.999,,0.8240662862041223,23777.0
69797.0,256.0,1000.0,100.0,0.996,,0.9214280482282986,23431.0
69797.0,512.0,1000.0,100.0,1.0,,0.6265499632779221,23612.0
69797.0,1024.0,1000.0,100.0,0.999,,0.3178169584646746,23356.0
69797.0,2048.0,1000.0,100.0,0.997,,0.768660699039608,22752.0
69797.0,4096.0,1000.0,100.0,0.999,,0.6677508843101327,21631.0
51766.0,1.0,1000.0,100.0,0.994,,23.73973236183482,43529.0
51766.0,4.0,1000.0,100.0,0.998,,4.03170225579519,29976.0
51766.0,8.0,1000.0,100.0,0.998,,2.632636134187037,28448.0
51766.0,64.0,1000.0,100.0,1.0,,1.108656011161294,25486.0
51766.0,256.0,1000.0,100.0,1.0,,1.056654777941216,27519.0
51766.0,512.0,1000.0,100.0,0.999,,0.7435533042286456,26537.0
51766.0,1024.0,1000.0,100.0,0.999,,0.8649669865942367,26208.0
51766.0,2048.0,1000.0,100.0,1.0,,0.72710197837733,26325.0
51766.0,4096.0,1000.0,100.0,1.0,,0.899781942885532,26196.0
61891.0,1.0,1000.0,100.0,0.989,,26.617582567276735,44710.0
61891.0,4.0,1000.0,100.0,0.998,,3.87658696175834,31714.0
61891.0,8.0,1000.0,100.0,0.999,,2.980786471216111,27999.0
61891.0,64.0,1000.0,100.0,0.999,,0.7665827453588067,25414.0
61891.0,256.0,1000.0,100.0,0.998,,0.9573435743536852,24868.0
61891.0,512.0,1000.0,100.0,0.999,,0.8797947261304844,24960.0
61891.0,1024.0,1000.0,100.0,0.999,,1.0389962515978637,24709.0
61891.0,2048.0,1000.0,100.0,1.0,,0.7577507255563887,26251.0
61891.0,4096.0,1000.0,100.0,1.0,,0.6528330884321875,24862.0
51418.0,1.0,1000.0,100.0,0.984,,21.321696265753125,41557.0
51418.0,4.0,1000.0,100.0,0.997,,4.738700876446146,30830.0
51418.0,8.0,1000.0,100.0,0.995,,3.1773636503623397,27711.0
51418.0,64.0,1000.0,100.0,0.999,,1.1725056221900725,23150.0
51418.0,256.0,1000.0,100.0,0.999,,1.4983565896101072,23530.0
51418.0,512.0,1000.0,100.0,0.997,,0.8671869077565779,23202.0
51418.0,1024.0,1000.0,100.0,0.999,,1.5237227061157117,23181.0
51418.0,2048.0,1000.0,100.0,0.998,,0.6789653401664139,21401.0
51418.0,4096.0,1000.0,100.0,0.996,,0.8402064783280563,21327.0
82546.0,1.0,1000.0,100.0,0.979,,27.934087765625183,44248.0
82546.0,4.0,1000.0,100.0,0.996,,3.1444977431099472,31272.0
82546.0,8.0,1000.0,100.0,0.997,,3.3541873944549803,28335.0
82546.0,64.0,1000.0,100.0,0.998,,0.7886976310651472,24276.0
82546.0,256.0,1000.0,100.0,0.998,,0.539824978385721,25508.0
82546.0,512.0,1000.0,100.0,0.998,,0.767191736995834,24868.0
82546.0,1024.0,1000.0,100.0,0.998,,0.6928829109962541,24733.0
82546.0,2048.0,1000.0,100.0,0.998,,0.5821506248223058,25667.0
82546.0,4096.0,1000.0,100.0,0.998,,0.4453781385640167,25174.0
14916.0,1.0,1000.0,100.0,0.994,,27.59123329266984,43171.0
14916.0,4.0,1000.0,100.0,0.994,,3.793832669845772,28096.0
14916.0,8.0,1000.0,100.0,0.994,,2.549268100831802,26169.0
14916.0,64.0,1000.0,100.0,0.998,,1.0204099583714057,24347.0
14916.0,256.0,1000.0,100.0,1.0,,0.4012729785236938,24146.0
14916.0,512.0,1000.0,100.0,0.998,,0.6974778921666169,23453.0
14916.0,1024.0,1000.0,100.0,0.998,,0.7316791600616512,23358.0
14916.0,2048.0,1000.0,100.0,0.998,,0.6802793832305676,23147.0
14916.0,4096.0,1000.0,100.0,0.999,,0.2766888813578344,23944.0
50451.0,1.0,1000.0,100.0,0.991,,30.621966271561558,44140.0
50451.0,4.0,1000.0,100.0,0.998,,3.918862975078712,32310.0
50451.0,8.0,1000.0,100.0,0.999,,2.822547350590958,28395.0
50451.0,64.0,1000.0,100.0,1.0,,1.0767833697682454,26176.0
50451.0,256.0,1000.0,100.0,0.999,,0.8570371455803372,24157.0
50451.0,512.0,1000.0,100.0,1.0,,1.031733981933705,24639.0
50451.0,1024.0,1000.0,100.0,1.0,,0.8098096216434597,22640.0
50451.0,2048.0,1000.0,100.0,1.0,,0.7639912826740418,22843.0
50451.0,4096.0,1000.0,100.0,0.999,,0.5479192728664806,23574.0
13776.0,1.0,1000.0,100.0,0.995,,26.486726024576573,43532.0
13776.0,4.0,1000.0,100.0,0.997,,4.601989415553679,29742.0
13776.0,8.0,1000.0,100.0,0.999,,2.572430869515642,28768.0
13776.0,64.0,1000.0,100.0,1.0,,0.6803869961061277,23112.0
