seed,R,C,M,train acc,epsilon,evaluations
9932.0,8.0,10.0,100.0,0.83,0.0697804530853722,79385.0
9932.0,16.0,10.0,100.0,0.83,0.0499158117400098,78057.0
9932.0,32.0,10.0,100.0,0.82,0.0541809457031283,79913.0
9932.0,64.0,10.0,100.0,0.84,0.0466752194641027,77825.0
9932.0,128.0,10.0,100.0,0.83,0.024241186327433,80694.0
9932.0,256.0,10.0,100.0,0.83,0.02063951276469,81804.0
9932.0,512.0,10.0,100.0,0.86,0.014217435639648,80425.0
9932.0,1024.0,10.0,100.0,0.85,0.00700351954113,79544.0
9932.0,2048.0,10.0,100.0,0.85,0.0059568359813297,80534.0
9932.0,4096.0,10.0,100.0,0.85,0.0077117166311749,80385.0
35933.0,8.0,10.0,100.0,0.84,0.0851362077766164,77943.0
35933.0,16.0,10.0,100.0,0.84,0.0625243391363824,78931.0
35933.0,32.0,10.0,100.0,0.82,0.0805969836260986,79788.0
35933.0,64.0,10.0,100.0,0.83,0.0574653013213203,79767.0
35933.0,128.0,10.0,100.0,0.81,0.0309319951587876,78964.0
35933.0,256.0,10.0,100.0,0.81,0.0250364178986928,79556.0
35933.0,512.0,10.0,100.0,0.81,0.0121608738046233,79791.0
35933.0,1024.0,10.0,100.0,0.81,0.0130229154289099,79492.0
35933.0,2048.0,10.0,100.0,0.81,0.0187569387019992,78799.0
35933.0,4096.0,10.0,100.0,0.81,0.01529411564427,78761.0
6135.0,8.0,10.0,100.0,0.8,0.1041970595585554,81397.0
6135.0,16.0,10.0,100.0,0.81,0.0628701927512612,82142.0
6135.0,32.0,10.0,100.0,0.82,0.044442634508046,80466.0
6135.0,64.0,10.0,100.0,0.82,0.0443570019450193,81248.0
6135.0,128.0,10.0,100.0,0.82,0.040427176289359,81304.0
6135.0,256.0,10.0,100.0,0.83,0.016543431087084,81304.0
6135.0,512.0,10.0,100.0,0.83,0.0115405841610357,81304.0
6135.0,1024.0,10.0,100.0,0.83,0.0060782141184695,81217.0
6135.0,2048.0,10.0,100.0,0.83,0.0111237418912804,82830.0
6135.0,4096.0,10.0,100.0,0.83,0.009333825395516,82830.0
19602.0,8.0,10.0,100.0,0.82,0.0771330754103739,78646.0
19602.0,16.0,10.0,100.0,0.81,0.0476115543378723,80975.0
19602.0,32.0,10.0,100.0,0.82,0.0477009879729868,81390.0
19602.0,64.0,10.0,100.0,0.82,0.0231454244803322,80497.0
19602.0,128.0,10.0,100.0,0.83,0.0333511522497183,80674.0
19602.0,256.0,10.0,100.0,0.83,0.0282162978539192,81613.0
19602.0,512.0,10.0,100.0,0.83,0.0169025650515391,80510.0
19602.0,1024.0,10.0,100.0,0.84,0.0104611021749206,80189.0
19602.0,2048.0,10.0,100.0,0.84,0.0147006739493934,80189.0
19602.0,4096.0,10.0,100.0,0.84,0.0125055798301935,79463.0
41083.0,8.0,10.0,100.0,0.81,0.0471660932277655,80764.0
41083.0,16.0,10.0,100.0,0.81,0.0598595651994296,80483.0
41083.0,32.0,10.0,100.0,0.81,0.0446788213212762,80145.0
41083.0,64.0,10.0,100.0,0.82,0.036030353512895,81695.0
41083.0,128.0,10.0,100.0,0.83,0.0165538327006382,83330.0
41083.0,256.0,10.0,100.0,0.82,0.0160981324638559,81306.0
41083.0,512.0,10.0,100.0,0.82,0.0183464522921323,80942.0
41083.0,1024.0,10.0,100.0,0.82,0.0150443475238099,81538.0
41083.0,2048.0,10.0,100.0,0.82,0.0024107569907656,80312.0
41083.0,4096.0,10.0,100.0,0.82,0.0084797282677464,81571.0
43747.0,8.0,10.0,100.0,0.81,0.0778414110934774,78357.0
43747.0,16.0,10.0,100.0,0.81,0.0451462669498411,78099.0
43747.0,32.0,10.0,100.0,0.83,0.056729837651028,78786.0
43747.0,64.0,10.0,100.0,0.83,0.0506132291400161,78598.0
43747.0,128.0,10.0,100.0,0.83,0.0281787546901921,78628.0
43747.0,256.0,10.0,100.0,0.82,0.0180648409906741,79367.0
43747.0,512.0,10.0,100.0,0.82,0.0107393766462441,79739.0
43747.0,1024.0,10.0,100.0,0.84,0.0066564104360893,80192.0
43747.0,2048.0,10.0,100.0,0.83,0.0077367729696342,80179.0
43747.0,4096.0,10.0,100.0,0.83,0.0110636514646456,79738.0
81362.0,8.0,10.0,100.0,0.84,0.096151482082746,77664.0
81362.0,16.0,10.0,100.0,0.86,0.076454776827575,82132.0
81362.0,32.0,10.0,100.0,0.84,0.0834197312443154,80426.0
81362.0,64.0,10.0,100.0,0.83,0.0489011168797631,79657.0
81362.0,128.0,10.0,100.0,0.82,0.0245772336994498,80283.0
81362.0,256.0,10.0,100.0,0.83,0.0247707101786448,80015.0
81362.0,512.0,10.0,100.0,0.83,0.0105209480616231,80029.0
81362.0,1024.0,10.0,100.0,0.83,0.0039050977213989,80653.0
81362.0,2048.0,10.0,100.0,0.83,0.0092474662172766,80872.0
81362.0,4096.0,10.0,100.0,0.83,0.0026587654206581,80772.0
54045.0,8.0,10.0,100.0,0.81,0.0586265297568117,80845.0
54045.0,16.0,10.0,100.0,0.82,0.0681282792910714,82469.0
54045.0,32.0,10.0,100.0,0.83,0.0364658440767781,83863.0
54045.0,64.0,10.0,100.0,0.83,0.0433266799671287,83588.0
54045.0,128.0,10.0,100.0,0.83,0.0328778955059229,85152.0
54045.0,256.0,10.0,100.0,0.83,0.0189793786857921,83385.0
54045.0,512.0,10.0,100.0,0.84,0.0120075821468321,81770.0
54045.0,1024.0,10.0,100.0,0.83,0.0147499640911346,83533.0
54045.0,2048.0,10.0,100.0,0.83,0.0112838963245392,83447.0
54045.0,4096.0,10.0,100.0,0.83,0.0108697274048787,82671.0
83476.0,8.0,10.0,100.0,0.78,0.0766310044088939,81003.0
83476.0,16.0,10.0,100.0,0.8,0.0332907901596498,81796.0
83476.0,32.0,10.0,100.0,0.83,0.0254100501404523,82047.0
83476.0,64.0,10.0,100.0,0.83,0.0162139285307239,82001.0
83476.0,128.0,10.0,100.0,0.83,0.0083531724910086,81813.0
83476.0,256.0,10.0,100.0,0.82,0.0107388718349555,81069.0
83476.0,512.0,10.0,100.0,0.82,0.0097486710001014,81069.0
83476.0,1024.0,10.0,100.0,0.83,0.0086453517959953,81641.0
83476.0,2048.0,10.0,100.0,0.82,0.0079752357316576,81087.0
83476.0,4096.0,10.0,100.0,0.83,0.0044291202290746,82983.0
24206.0,8.0,10.0,100.0,0.8,0.0886746990737053,80415.0
24206.0,16.0,10.0,100.0,0.82,0.0696049047441399,80218.0
24206.0,32.0,10.0,100.0,0.84,0.0540356545228114,80977.0
24206.0,64.0,10.0,100.0,0.83,0.0262971273176121,82635.0
24206.0,128.0,10.0,100.0,0.84,0.0221399094762539,80902.0
24206.0,256.0,10.0,100.0,0.84,0.0120190696204958,80542.0
24206.0,512.0,10.0,100.0,0.84,0.0152475422586505,80443.0
24206.0,1024.0,10.0,100.0,0.84,0.017558317978837,80988.0
24206.0,2048.0,10.0,100.0,0.84,0.0140385229634184,80638.0
24206.0,4096.0,10.0,100.0,0.84,0.0040647304093354,80767.0
47806.0,8.0,10.0,100.0,0.85,0.0565590610764127,80759.0
47806.0,16.0,10.0,100.0,0.85,0.0459445640854843,78839.0
47806.0,32.0,10.0,100.0,0.83,0.0283543884873394,81176.0
47806.0,64.0,10.0,100.0,0.84,0.0289322799534259,79601.0
47806.0,128.0,10.0,100.0,0.84,0.0155325644329608,78478.0
47806.0,256.0,10.0,100.0,0.83,0.0135289387332885,79943.0
47806.0,512.0,10.0,100.0,0.83,0.0146477513917282,80070.0
47806.0,1024.0,10.0,100.0,0.84,0.009305059713853,80225.0
47806.0,2048.0,10.0,100.0,0.83,0.0012421928076343,80138.0
47806.0,4096.0,10.0,100.0,0.84,0.0,80188.0
63355.0,8.0,10.0,100.0,0.81,0.0607481997048968,78019.0
63355.0,16.0,10.0,100.0,0.82,0.0472399664851752,79667.0
63355.0,32.0,10.0,100.0,0.83,0.0375644480551439,77941.0
63355.0,64.0,10.0,100.0,0.83,0.0449231923740197,77581.0
63355.0,128.0,10.0,100.0,0.83,0.0413489208101373,80198.0
63355.0,256.0,10.0,100.0,0.84,0.0217205670647279,79007.0
63355.0,512.0,10.0,100.0,0.84,0.0192996928873546,79090.0
63355.0,1024.0,10.0,100.0,0.83,0.0143006827072772,79180.0
63355.0,2048.0,10.0,100.0,0.84,0.0062193958042864,79836.0
63355.0,4096.0,10.0,100.0,0.84,0.0094132976126468,81822.0
8160.0,8.0,10.0,100.0,0.84,0.0990205140717766,79783.0
8160.0,16.0,10.0,100.0,0.83,0.0507330684762566,79307.0
8160.0,32.0,10.0,100.0,0.83,0.0304631204281083,80805.0
8160.0,64.0,10.0,100.0,0.82,0.0455101205515812,80941.0
8160.0,128.0,10.0,100.0,0.84,0.0293822784061442,80145.0
8160.0,256.0,10.0,100.0,0.84,0.0173790130093299,80216.0
8160.0,512.0,10.0,100.0,0.83,0.0189834426241109,80854.0
8160.0,1024.0,10.0,100.0,0.83,0.0121893963632381,80048.0
8160.0,2048.0,10.0,100.0,0.82,0.0170668397367925,80048.0
8160.0,4096.0,10.0,100.0,0.83,0.0103141591481591,80048.0
58019.0,8.0,10.0,100.0,0.85,0.0644107610124993,79796.0
58019.0,16.0,10.0,100.0,0.85,0.0472465725339266,78999.0
58019.0,32.0,10.0,100.0,0.83,0.0435356148684411,80256.0
58019.0,64.0,10.0,100.0,0.84,0.0493280285196291,79933.0
58019.0,128.0,10.0,100.0,0.84,0.0213984849782252,79775.0
58019.0,256.0,10.0,100.0,0.83,0.0142493279187608,80237.0
58019.0,512.0,10.0,100.0,0.83,0.015638712516342,78760.0
58019.0,1024.0,10.0,100.0,0.84,0.0120150708153266,79510.0
58019.0,2048.0,10.0,100.0,0.85,0.0084778030950843,80097.0
58019.0,4096.0,10.0,100.0,0.85,0.0054683521514164,80086.0
21947.0,8.0,10.0,100.0,0.83,0.1330466514911081,79896.0
21947.0,16.0,10.0,100.0,0.82,0.116059755261115,77268.0
21947.0,32.0,10.0,100.0,0.84,0.0667903437887937,77228.0
21947.0,64.0,10.0,100.0,0.83,0.0405883798273275,78024.0
21947.0,128.0,10.0,100.0,0.84,0.021771695852802,77640.0
21947.0,256.0,10.0,100.0,0.84,0.0135785403130577,77999.0
21947.0,512.0,10.0,100.0,0.85,0.0149789569473969,77928.0
21947.0,1024.0,10.0,100.0,0.84,0.0158395246583304,77568.0
21947.0,2048.0,10.0,100.0,0.84,0.0108621584636414,77233.0
21947.0,4096.0,10.0,100.0,0.84,0.0119879833660898,77025.0
28421.0,8.0,10.0,100.0,0.82,0.0688843675167,78505.0
28421.0,16.0,10.0,100.0,0.83,0.0586628242780124,81960.0
28421.0,32.0,10.0,100.0,0.84,0.0428343338089948,82876.0
28421.0,64.0,10.0,100.0,0.83,0.0392305524288361,82843.0
28421.0,128.0,10.0,100.0,0.83,0.0278921052547417,80969.0
28421.0,256.0,10.0,100.0,0.83,0.0092640352613869,80884.0
28421.0,512.0,10.0,100.0,0.85,0.0169615300931344,81366.0
28421.0,1024.0,10.0,100.0,0.84,0.0180288859039433,80453.0
28421.0,2048.0,10.0,100.0,0.85,0.0094734065146111,81627.0
28421.0,4096.0,10.0,100.0,0.85,0.0094339353633407,80329.0
76604.0,8.0,10.0,100.0,0.81,0.1207759876109072,79969.0
76604.0,16.0,10.0,100.0,0.83,0.0626210402683888,79835.0
76604.0,32.0,10.0,100.0,0.83,0.0584719811549618,81118.0
76604.0,64.0,10.0,100.0,0.83,0.0368701538438324,81679.0
76604.0,128.0,10.0,100.0,0.83,0.0194940050886675,82371.0
76604.0,256.0,10.0,100.0,0.83,0.0122245825866488,81668.0
76604.0,512.0,10.0,100.0,0.83,0.0130649548578353,80733.0
76604.0,1024.0,10.0,100.0,0.83,0.0095096342523558,82284.0
76604.0,2048.0,10.0,100.0,0.83,0.0102007378822686,81716.0
76604.0,4096.0,10.0,100.0,0.83,0.008922752688343,80680.0
80514.0,8.0,10.0,100.0,0.8,0.1257574885729597,78142.0
80514.0,16.0,10.0,100.0,0.79,0.0659116333610503,81771.0
80514.0,32.0,10.0,100.0,0.82,0.0486161200082258,80896.0
80514.0,64.0,10.0,100.0,0.83,0.0417701075280628,79818.0
80514.0,128.0,10.0,100.0,0.82,0.0401506984355021,81808.0
80514.0,256.0,10.0,100.0,0.83,0.0186016908121605,82186.0
80514.0,512.0,10.0,100.0,0.83,0.0139472155869599,79930.0
80514.0,1024.0,10.0,100.0,0.83,0.012559996757581,79054.0
80514.0,2048.0,10.0,100.0,0.83,0.0117897861469749,79189.0
80514.0,4096.0,10.0,100.0,0.83,0.0129196417548792,79189.0
61517.0,8.0,10.0,100.0,0.83,0.0393980604775198,76915.0
61517.0,16.0,10.0,100.0,0.84,0.0437136256511545,77260.0
61517.0,32.0,10.0,100.0,0.84,0.0642127936591201,80289.0
61517.0,64.0,10.0,100.0,0.84,0.0468368391313111,79267.0
61517.0,128.0,10.0,100.0,0.83,0.0313343392953245,78898.0
61517.0,256.0,10.0,100.0,0.83,0.0187996915146915,79463.0
