seed,R,C,M,train acc,epsilon,evaluations
61517.0,512.0,10.0,100.0,0.82,0.0216702061491104,79358.0
61517.0,1024.0,10.0,100.0,0.82,0.0122981231901012,79306.0
61517.0,2048.0,10.0,100.0,0.82,0.0125896382053607,79389.0
61517.0,4096.0,10.0,100.0,0.82,0.0117985491065431,79306.0
61043.0,8.0,10.0,100.0,0.82,0.0790279818300866,83834.0
61043.0,16.0,10.0,100.0,0.8,0.04999948113581,84912.0
61043.0,32.0,10.0,100.0,0.82,0.0574653932763982,82999.0
61043.0,64.0,10.0,100.0,0.83,0.0224660915385215,83502.0
61043.0,128.0,10.0,100.0,0.83,0.0285233027252513,82530.0
61043.0,256.0,10.0,100.0,0.83,0.0116693510494933,83346.0
61043.0,512.0,10.0,100.0,0.83,0.0190280459985151,83730.0
61043.0,1024.0,10.0,100.0,0.83,0.0089825119835785,83570.0
61043.0,2048.0,10.0,100.0,0.83,0.0134254240777664,83886.0
61043.0,4096.0,10.0,100.0,0.83,0.0043459165999116,83935.0
61604.0,8.0,10.0,100.0,0.86,0.0604605495602454,81851.0
61604.0,16.0,10.0,100.0,0.84,0.0823311443820101,78729.0
61604.0,32.0,10.0,100.0,0.82,0.0428172583104168,79172.0
61604.0,64.0,10.0,100.0,0.82,0.0513785325855737,81522.0
61604.0,128.0,10.0,100.0,0.83,0.0270134061134478,80438.0
61604.0,256.0,10.0,100.0,0.83,0.0339516061400031,80382.0
61604.0,512.0,10.0,100.0,0.83,0.0249353617195851,80875.0
61604.0,1024.0,10.0,100.0,0.82,0.020612891501314,80872.0
61604.0,2048.0,10.0,100.0,0.83,0.0106447196512523,80757.0
61604.0,4096.0,10.0,100.0,0.83,0.010781963503507,80691.0
21637.0,8.0,10.0,100.0,0.8,0.0985683393271716,80572.0
21637.0,16.0,10.0,100.0,0.82,0.0748452407840194,80739.0
21637.0,32.0,10.0,100.0,0.84,0.0514041318468241,78961.0
21637.0,64.0,10.0,100.0,0.83,0.049922686219214,79973.0
21637.0,128.0,10.0,100.0,0.83,0.0157680479842832,79429.0
21637.0,256.0,10.0,100.0,0.84,0.0136104212792009,80043.0
21637.0,512.0,10.0,100.0,0.84,0.0142463458291395,81420.0
21637.0,1024.0,10.0,100.0,0.84,0.0199946159186392,81220.0
21637.0,2048.0,10.0,100.0,0.84,0.0124233497436279,80869.0
21637.0,4096.0,10.0,100.0,0.84,0.0153400147742144,79993.0
39366.0,8.0,10.0,100.0,0.81,0.0518802832520586,80158.0
39366.0,16.0,10.0,100.0,0.84,0.0565088615556528,77802.0
39366.0,32.0,10.0,100.0,0.83,0.0261640941016521,80315.0
39366.0,64.0,10.0,100.0,0.82,0.0238678924863385,80594.0
39366.0,128.0,10.0,100.0,0.83,0.023119784076195,79671.0
39366.0,256.0,10.0,100.0,0.82,0.0251294585856999,80965.0
39366.0,512.0,10.0,100.0,0.82,0.0147261234399019,82950.0
39366.0,1024.0,10.0,100.0,0.82,0.0030651433197275,81182.0
39366.0,2048.0,10.0,100.0,0.82,0.004950637617539,81327.0
39366.0,4096.0,10.0,100.0,0.82,0.0066277733066368,82836.0
78997.0,8.0,10.0,100.0,0.85,0.0824377461650701,82282.0
78997.0,16.0,10.0,100.0,0.83,0.0481980466197534,82531.0
78997.0,32.0,10.0,100.0,0.85,0.0528106458018101,79281.0
78997.0,64.0,10.0,100.0,0.86,0.0232672093604186,81144.0
78997.0,128.0,10.0,100.0,0.86,0.024539824911843,81018.0
78997.0,256.0,10.0,100.0,0.86,0.0166869487640114,80491.0
78997.0,512.0,10.0,100.0,0.86,0.0145717907399182,79902.0
78997.0,1024.0,10.0,100.0,0.86,0.015874526581656,79862.0
78997.0,2048.0,10.0,100.0,0.86,0.0050669469770789,80490.0
78997.0,4096.0,10.0,100.0,0.86,0.0141690376181338,80450.0
44038.0,8.0,10.0,100.0,0.84,0.0830470647833753,79064.0
44038.0,16.0,10.0,100.0,0.84,0.0463196408037452,80191.0
44038.0,32.0,10.0,100.0,0.82,0.0331058309981549,84154.0
44038.0,64.0,10.0,100.0,0.82,0.0431567912552539,82457.0
44038.0,128.0,10.0,100.0,0.83,0.037326587080673,82561.0
44038.0,256.0,10.0,100.0,0.82,0.0363023500459015,82243.0
44038.0,512.0,10.0,100.0,0.82,0.0247997671241076,82233.0
44038.0,1024.0,10.0,100.0,0.83,0.0303344740823117,81105.0
44038.0,2048.0,10.0,100.0,0.83,0.0219427683832067,80645.0
44038.0,4096.0,10.0,100.0,0.83,0.0164381582041618,81236.0
81069.0,8.0,10.0,100.0,0.82,0.0686201730682129,80963.0
81069.0,16.0,10.0,100.0,0.84,0.0620871854404071,81537.0
81069.0,32.0,10.0,100.0,0.83,0.0630370030418218,81962.0
81069.0,64.0,10.0,100.0,0.84,0.0311632247116472,81683.0
81069.0,128.0,10.0,100.0,0.83,0.018399149392242,81619.0
81069.0,256.0,10.0,100.0,0.83,0.0165539715693922,81508.0
81069.0,512.0,10.0,100.0,0.83,0.0159841492781653,83041.0
81069.0,1024.0,10.0,100.0,0.82,0.0210640009442035,82145.0
81069.0,2048.0,10.0,100.0,0.83,0.0205262999837403,82928.0
81069.0,4096.0,10.0,100.0,0.82,0.0089376700816515,83463.0
78743.0,8.0,10.0,100.0,0.82,0.0808990351580896,82747.0
78743.0,16.0,10.0,100.0,0.81,0.0498843827483553,81353.0
78743.0,32.0,10.0,100.0,0.82,0.0372354146869904,82366.0
78743.0,64.0,10.0,100.0,0.83,0.0397558068307971,81638.0
78743.0,128.0,10.0,100.0,0.84,0.0321012574420191,81605.0
78743.0,256.0,10.0,100.0,0.82,0.0172556562483956,81810.0
78743.0,512.0,10.0,100.0,0.84,0.00915141266212,80930.0
78743.0,1024.0,10.0,100.0,0.83,0.0113908408195144,80862.0
78743.0,2048.0,10.0,100.0,0.83,0.0114304205961569,81043.0
78743.0,4096.0,10.0,100.0,0.83,0.0107250543872438,81695.0
30115.0,8.0,10.0,100.0,0.83,0.1034373188182612,78946.0
30115.0,16.0,10.0,100.0,0.82,0.055770492472549,80202.0
30115.0,32.0,10.0,100.0,0.83,0.0422895430171506,77547.0
30115.0,64.0,10.0,100.0,0.83,0.0313210644011118,78571.0
30115.0,128.0,10.0,100.0,0.83,0.0323530399818159,79946.0
30115.0,256.0,10.0,100.0,0.83,0.0245890780236463,78926.0
30115.0,512.0,10.0,100.0,0.83,0.0145479298887237,81359.0
30115.0,1024.0,10.0,100.0,0.83,0.019548071926101,79819.0
30115.0,2048.0,10.0,100.0,0.83,0.0059157157211766,80389.0
30115.0,4096.0,10.0,100.0,0.83,0.011048926375449,79480.0
13934.0,8.0,10.0,100.0,0.83,0.0509703342738807,77064.0
13934.0,16.0,10.0,100.0,0.83,0.0345377661774429,76491.0
13934.0,32.0,10.0,100.0,0.84,0.045661316963188,75476.0
13934.0,64.0,10.0,100.0,0.83,0.0377595317114693,77459.0
13934.0,128.0,10.0,100.0,0.85,0.0303083118687602,75953.0
13934.0,256.0,10.0,100.0,0.83,0.0300167356138841,76210.0
13934.0,512.0,10.0,100.0,0.83,0.0261603129212688,76210.0
13934.0,1024.0,10.0,100.0,0.83,0.0138384556209133,75785.0
13934.0,2048.0,10.0,100.0,0.84,0.0068384562614072,75701.0
13934.0,4096.0,10.0,100.0,0.83,0.017579029602482,75692.0
34753.0,8.0,1000.0,100.0,0.73,13.084969964679296,46439.0
34753.0,16.0,1000.0,100.0,0.75,9.608635618543248,42527.0
34753.0,32.0,1000.0,100.0,0.77,5.4276943935373385,43189.0
34753.0,64.0,1000.0,100.0,0.79,3.545596478476627,46805.0
34753.0,128.0,1000.0,100.0,0.81,2.2948010184435788,44038.0
34753.0,256.0,1000.0,100.0,0.77,2.0838783688594864,47120.0
34753.0,512.0,1000.0,100.0,0.84,0.9355116415515463,47717.0
34753.0,1024.0,1000.0,100.0,0.85,0.6837915452635142,49379.0
34753.0,2048.0,1000.0,100.0,0.84,1.287405514897081,49291.0
34753.0,4096.0,1000.0,100.0,0.87,1.4405071868464359,48787.0
932.0,8.0,1000.0,100.0,0.66,14.377249280563813,44506.0
932.0,16.0,1000.0,100.0,0.75,9.12862749814767,39553.0
932.0,32.0,1000.0,100.0,0.72,7.958247187889752,42543.0
932.0,64.0,1000.0,100.0,0.75,5.4798541395372045,40204.0
932.0,128.0,1000.0,100.0,0.82,4.243118845630091,39750.0
932.0,256.0,1000.0,100.0,0.87,3.2050517150059807,40251.0
932.0,512.0,1000.0,100.0,0.88,1.7799919208326729,42584.0
932.0,1024.0,1000.0,100.0,0.91,1.2137089536729513,41026.0
932.0,2048.0,1000.0,100.0,0.88,1.0788732095218432,43757.0
932.0,4096.0,1000.0,100.0,0.89,1.050436001481302,43822.0
61325.0,8.0,1000.0,100.0,0.67,11.682085368624437,42661.0
61325.0,16.0,1000.0,100.0,0.68,12.135002760496471,41230.0
61325.0,32.0,1000.0,100.0,0.81,6.555016383404591,42225.0
61325.0,64.0,1000.0,100.0,0.85,4.00219128251818,41640.0
61325.0,128.0,1000.0,100.0,0.8,2.7153749663926847,42050.0
61325.0,256.0,1000.0,100.0,0.84,2.0377083209194846,41988.0
61325.0,512.0,1000.0,100.0,0.81,1.4668797211823572,42598.0
61325.0,1024.0,1000.0,100.0,0.84,2.019563351110912,43311.0
61325.0,2048.0,1000.0,100.0,0.86,0.8306824590376436,41435.0
61325.0,4096.0,1000.0,100.0,0.88,0.9994397432402482,42073.0
85987.0,8.0,1000.0,100.0,0.69,14.88132117327747,41964.0
85987.0,16.0,1000.0,100.0,0.69,12.049788731415507,43076.0
85987.0,32.0,1000.0,100.0,0.74,6.693800124170423,41269.0
85987.0,64.0,1000.0,100.0,0.79,5.709597642458565,41298.0
85987.0,128.0,1000.0,100.0,0.83,3.587260770628588,43372.0
85987.0,256.0,1000.0,100.0,0.85,2.878510446466035,41822.0
85987.0,512.0,1000.0,100.0,0.83,1.9396306549840494,41997.0
85987.0,1024.0,1000.0,100.0,0.85,1.6543760128101783,43420.0
85987.0,2048.0,1000.0,100.0,0.88,2.0228876579447927,43940.0
85987.0,4096.0,1000.0,100.0,0.88,1.4389684133636649,43888.0
53492.0,8.0,1000.0,100.0,0.66,19.1418665382543,45592.0
53492.0,16.0,1000.0,100.0,0.68,15.728503668121663,41943.0
53492.0,32.0,1000.0,100.0,0.77,7.700343503667833,40596.0
53492.0,64.0,1000.0,100.0,0.81,5.741376418506576,43733.0
53492.0,128.0,1000.0,100.0,0.82,4.035795866232123,41328.0
53492.0,256.0,1000.0,100.0,0.86,1.67006147404012,42180.0
53492.0,512.0,1000.0,100.0,0.87,1.1989237452287567,43050.0
53492.0,1024.0,1000.0,100.0,0.88,1.3237951233236558,43513.0
53492.0,2048.0,1000.0,100.0,0.88,1.061904135066855,45156.0
53492.0,4096.0,1000.0,100.0,0.88,1.0450561850468807,47157.0
50778.0,8.0,1000.0,100.0,0.77,16.693581694699205,45336.0
50778.0,16.0,1000.0,100.0,0.75,11.807509187366465,41288.0
50778.0,32.0,1000.0,100.0,0.78,8.192984521596685,45025.0
50778.0,64.0,1000.0,100.0,0.88,3.797488490946017,42363.0
50778.0,128.0,1000.0,100.0,0.87,2.4566050018005465,43760.0
50778.0,256.0,1000.0,100.0,0.87,2.184209608169421,45515.0
50778.0,512.0,1000.0,100.0,0.9,1.3334959433543663,44769.0
50778.0,1024.0,1000.0,100.0,0.9,0.8838733991337155,44354.0
50778.0,2048.0,1000.0,100.0,0.86,1.325321241718367,46390.0
50778.0,4096.0,1000.0,100.0,0.91,0.8615069029103429,46058.0
48598.0,8.0,1000.0,100.0,0.73,10.949717389986876,39323.0
48598.0,16.0,1000.0,100.0,0.76,10.396176735821848,44965.0
48598.0,32.0,1000.0,100.0,0.77,6.730636768011329,44105.0
48598.0,64.0,1000.0,100.0,0.84,3.1019475450741307,44111.0
48598.0,128.0,1000.0,100.0,0.81,3.108783066462471,45007.0
48598.0,256.0,1000.0,100.0,0.87,1.245306480518933,43600.0
48598.0,512.0,1000.0,100.0,0.85,1.7867106517194484,42398.0
48598.0,1024.0,1000.0,100.0,0.9,0.7351455265244378,44202.0
48598.0,2048.0,1000.0,100.0,0.91,1.0788880002472307,45190.0
48598.0,4096.0,1000.0,100.0,0.89,1.0545618556892031,44519.0
61723.0,8.0,1000.0,100.0,0.77,16.83307467039768,39364.0
61723.0,16.0,1000.0,100.0,0.77,15.712493697755903,43513.0
61723.0,32.0,1000.0,100.0,0.78,13.254877968296844,43226.0
61723.0,64.0,1000.0,100.0,0.84,7.768738912141957,41510.0
61723.0,128.0,1000.0,100.0,0.87,4.010377608773362,42409.0
61723.0,256.0,1000.0,100.0,0.87,1.6515231313736933,45205.0
61723.0,512.0,1000.0,100.0,0.84,0.8913675785927606,44541.0
61723.0,1024.0,1000.0,100.0,0.87,1.4711598349882014,46563.0
61723.0,2048.0,1000.0,100.0,0.87,1.0295385495004679,44493.0
61723.0,4096.0,1000.0,100.0,0.84,1.1438849638257327,46628.0
97134.0,8.0,1000.0,100.0,0.69,22.875630350396204,43762.0
97134.0,16.0,1000.0,100.0,0.75,11.586435776656517,41674.0
97134.0,32.0,1000.0,100.0,0.77,7.322328466150173,48339.0
97134.0,64.0,1000.0,100.0,0.83,5.790861913204194,43361.0
97134.0,128.0,1000.0,100.0,0.85,1.9412329945693854,42603.0
97134.0,256.0,1000.0,100.0,0.86,1.5372747066627408,48328.0
97134.0,512.0,1000.0,100.0,0.89,0.8658171784781624,48926.0
97134.0,1024.0,1000.0,100.0,0.89,1.3603170631596997,48538.0
97134.0,2048.0,1000.0,100.0,0.92,1.1178411957911296,49296.0
97134.0,4096.0,1000.0,100.0,0.9,0.8436241043742028,47594.0
54509.0,8.0,1000.0,100.0,0.79,10.884988839108912,43197.0
54509.0,16.0,1000.0,100.0,0.74,9.706446190992944,39770.0
54509.0,32.0,1000.0,100.0,0.75,6.772511409977836,44161.0
54509.0,64.0,1000.0,100.0,0.79,4.613172840504676,44609.0
54509.0,128.0,1000.0,100.0,0.82,2.387428326833267,46031.0
54509.0,256.0,1000.0,100.0,0.85,1.3671472585078277,43936.0
54509.0,512.0,1000.0,100.0,0.83,1.472059445417849,44752.0
54509.0,1024.0,1000.0,100.0,0.85,0.8819256493830587,44650.0
54509.0,2048.0,1000.0,100.0,0.86,0.9652722328858809,45685.0
54509.0,4096.0,1000.0,100.0,0.87,1.1885444641592398,43087.0
27065.0,8.0,1000.0,100.0,0.74,14.295864705577083,41941.0
27065.0,16.0,1000.0,100.0,0.76,11.626648571788422,42605.0
27065.0,32.0,1000.0,100.0,0.76,7.13036707399651,43798.0
27065.0,64.0,1000.0,100.0,0.83,4.688057135372113,43806.0
27065.0,128.0,1000.0,100.0,0.8,3.8085079981756564,44453.0
27065.0,256.0,1000.0,100.0,0.83,1.7079759412392033,47190.0
27065.0,512.0,1000.0,100.0,0.88,1.2361023047556468,49210.0
27065.0,1024.0,1000.0,100.0,0.87,0.9256272316929003,51118.0
27065.0,2048.0,1000.0,100.0,0.88,1.0101681080453295,51663.0
27065.0,4096.0,1000.0,100.0,0.85,0.5466735699414519,50231.0
6820.0,8.0,1000.0,100.0,0.72,16.94977377575133,43577.0
6820.0,16.0,1000.0,100.0,0.74,10.935754940070957,43092.0
6820.0,32.0,1000.0,100.0,0.76,7.733035831701241,41699.0
6820.0,64.0,1000.0,100.0,0.72,6.322807166009923,43684.0
6820.0,128.0,1000.0,100.0,0.79,2.8495863133937993,42423.0
6820.0,256.0,1000.0,100.0,0.86,1.2832176745511243,43147.0
6820.0,512.0,1000.0,100.0,0.88,1.409647433865047,41174.0
6820.0,1024.0,1000.0,100.0,0.86,1.2668599886205232,43749.0
6820.0,2048.0,1000.0,100.0,0.9,0.9352378177281797,43646.0
6820.0,4096.0,1000.0,100.0,0.87,1.3414058030447493,44886.0
67783.0,8.0,1000.0,100.0,0.7,11.541531352686984,42101.0
67783.0,16.0,1000.0,100.0,0.73,9.53904385531739,44580.0
67783.0,32.0,1000.0,100.0,0.78,5.760733308334617,42294.0
67783.0,64.0,1000.0,100.0,0.78,5.491673756497321,44416.0
67783.0,128.0,1000.0,100.0,0.8,3.9449379965501166,46394.0
67783.0,256.0,1000.0,100.0,0.86,1.3837100447741064,46026.0
67783.0,512.0,1000.0,100.0,0.82,2.0778003120610093,45357.0
67783.0,1024.0,1000.0,100.0,0.83,1.4301204464625106,45331.0
67783.0,2048.0,1000.0,100.0,0.84,0.8983289691560765,48808.0
67783.0,4096.0,1000.0,100.0,0.86,0.9202134582218366,49640.0
76785.0,8.0,1000.0,100.0,0.76,11.48298489218482,36128.0
76785.0,16.0,1000.0,100.0,0.77,9.23937015500305,39894.0
76785.0,32.0,1000.0,100.0,0.79,9.127022566115913,41039.0
76785.0,64.0,1000.0,100.0,0.79,4.396698226221889,40994.0
76785.0,128.0,1000.0,100.0,0.79,2.983147742697828,43699.0
76785.0,256.0,1000.0,100.0,0.84,1.5578179019776321,43774.0
76785.0,512.0,1000.0,100.0,0.86,1.3478699772484004,42736.0
76785.0,1024.0,1000.0,100.0,0.88,1.2802723120877344,44989.0
76785.0,2048.0,1000.0,100.0,0.9,1.3920793692902764,43747.0
76785.0,4096.0,1000.0,100.0,0.89,0.9329290345438129,44236.0
27733.0,8.0,1000.0,100.0,0.7,16.18735414495311,37495.0
27733.0,16.0,1000.0,100.0,0.81,13.342167170437506,39119.0
27733.0,32.0,1000.0,100.0,0.77,6.355313811634507,42649.0
27733.0,64.0,1000.0,100.0,0.78,4.467867962777126,43358.0
27733.0,128.0,1000.0,100.0,0.78,4.360127045572437,44810.0
27733.0,256.0,1000.0,100.0,0.81,2.6867193786033328,43513.0
27733.0,512.0,1000.0,100.0,0.86,2.0180663944140864,45704.0
27733.0,1024.0,1000.0,100.0,0.87,1.5084234082596149,45985.0
27733.0,2048.0,1000.0,100.0,0.88,1.061512246830706,44674.0
27733.0,4096.0,1000.0,100.0,0.87,0.6233113787552164,45568.0
64343.0,8.0,1000.0,100.0,0.67,18.161394117740073,46142.0
64343.0,16.0,1000.0,100.0,0.75,9.283459757031487,42719.0
64343.0,32.0,1000.0,100.0,0.77,6.851633665922288,40566.0
64343.0,64.0,1000.0,100.0,0.77,4.510313260312605,42679.0
64343.0,128.0,1000.0,100.0,0.79,2.0997521457848016,41542.0
64343.0,256.0,1000.0,100.0,0.85,1.5949105280355766,44003.0
64343.0,512.0,1000.0,100.0,0.84,1.2374688064886668,43440.0
64343.0,1024.0,1000.0,100.0,0.88,1.5187192270009056,45066.0
64343.0,2048.0,1000.0,100.0,0.89,0.7677910739868445,42952.0
64343.0,4096.0,1000.0,100.0,0.87,0.7762438669549461,42332.0
54206.0,8.0,1000.0,100.0,0.72,11.160504918745337,40935.0
54206.0,16.0,1000.0,100.0,0.78,11.149213167174155,40058.0
54206.0,32.0,1000.0,100.0,0.77,9.932505175287618,42132.0
54206.0,64.0,1000.0,100.0,0.85,5.241461046397395,43087.0
54206.0,128.0,1000.0,100.0,0.82,4.062048427641215,46902.0
54206.0,256.0,1000.0,100.0,0.84,3.324785648205828,47379.0
54206.0,512.0,1000.0,100.0,0.84,1.2490166864491605,46993.0
54206.0,1024.0,1000.0,100.0,0.84,1.5409745007063558,51354.0
54206.0,2048.0,1000.0,100.0,0.88,0.910930879740291,48119.0
54206.0,4096.0,1000.0,100.0,0.87,0.6782704432775537,50266.0
58474.0,8.0,1000.0,100.0,0.72,12.257389916284765,44097.0
58474.0,16.0,1000.0,100.0,0.75,6.844353091107931,42199.0
58474.0,32.0,1000.0,100.0,0.78,4.8121121142950996,45703.0
58474.0,64.0,1000.0,100.0,0.83,2.0622705757078275,44253.0
58474.0,128.0,1000.0,100.0,0.83,2.5435245181617274,47049.0
58474.0,256.0,1000.0,100.0,0.84,1.9915962112708954,47078.0
58474.0,512.0,1000.0,100.0,0.85,1.6079359603751202,47127.0
58474.0,1024.0,1000.0,100.0,0.87,1.1869011950942476,47271.0
58474.0,2048.0,1000.0,100.0,0.89,0.9548543527043272,46072.0
58474.0,4096.0,1000.0,100.0,0.81,0.9226682414044897,49407.0
12468.0,8.0,1000.0,100.0,0.73,11.49516418078714,35674.0
12468.0,16.0,1000.0,100.0,0.76,9.317696044905281,39183.0
12468.0,32.0,1000.0,100.0,0.75,7.29748244237446,41504.0
12468.0,64.0,1000.0,100.0,0.79,4.224736167499658,41789.0
12468.0,128.0,1000.0,100.0,0.8,2.8125229995909535,44916.0
12468.0,256.0,1000.0,100.0,0.82,2.6848943284219784,44782.0
12468.0,512.0,1000.0,100.0,0.85,1.5561474911029607,45136.0
12468.0,1024.0,1000.0,100.0,0.84,1.3131549398927254,44893.0
12468.0,2048.0,1000.0,100.0,0.86,0.9366227176606483,45447.0
12468.0,4096.0,1000.0,100.0,0.89,0.9106623375552585,44744.0
12765.0,8.0,1000.0,100.0,0.69,15.935615960869153,42937.0
12765.0,16.0,1000.0,100.0,0.76,12.91531428762013,40935.0
12765.0,32.0,1000.0,100.0,0.75,11.006230942780242,43763.0
12765.0,64.0,1000.0,100.0,0.77,6.304861841090429,44710.0
12765.0,128.0,1000.0,100.0,0.83,4.50828361634363,42439.0
12765.0,256.0,1000.0,100.0,0.86,2.6173812223099464,44012.0
12765.0,512.0,1000.0,100.0,0.89,0.8694158751303815,44204.0
12765.0,1024.0,1000.0,100.0,0.87,1.40015529574778,44438.0
12765.0,2048.0,1000.0,100.0,0.89,0.7096721378554601,45905.0
12765.0,4096.0,1000.0,100.0,0.89,0.7896334317875504,43961.0
39769.0,8.0,1000.0,100.0,0.74,12.70370586742996,39708.0
39769.0,16.0,1000.0,100.0,0.77,8.766079544339132,32689.0
39769.0,32.0,1000.0,100.0,0.81,8.15169748267763,36377.0
39769.0,64.0,1000.0,100.0,0.78,6.834869382176137,39306.0
39769.0,128.0,1000.0,100.0,0.84,3.8453695975284425,38932.0
39769.0,256.0,1000.0,100.0,0.87,2.15231289051458,40060.0
39769.0,512.0,1000.0,100.0,0.81,1.9149789490196776,41796.0
39769.0,1024.0,1000.0,100.0,0.88,1.2666885310394789,44406.0
39769.0,2048.0,1000.0,100.0,0.88,0.9446792753546296,43268.0
39769.0,4096.0,1000.0,100.0,0.88,0.37101736505896227,41780.0
9932.0,8.0,1000.0,100.0,0.7,17.10720242528447,41004.0
9932.0,16.0,1000.0,100.0,0.7,8.252493925724584,42394.0
9932.0,32.0,1000.0,100.0,0.73,5.927555315277146,43494.0
9932.0,64.0,1000.0,100.0,0.73,5.461418467546251,42186.0
9932.0,128.0,1000.0,100.0,0.77,4.253126448393599,45834.0
9932.0,256.0,1000.0,100.0,0.77,2.258629659764602,43705.0
9932.0,512.0,1000.0,100.0,0.87,1.837059436032608,44125.0
9932.0,1024.0,1000.0,100.0,0.82,1.0032130301665008,44098.0
9932.0,2048.0,1000.0,100.0,0.84,0.7199602432936729,44465.0
9932.0,4096.0,1000.0,100.0,0.79,0.8490641937332418,43087.0
35933.0,8.0,1000.0,100.0,0.77,14.822870928816808,37295.0
35933.0,16.0,1000.0,100.0,0.78,7.538170796034607,42467.0
35933.0,32.0,1000.0,100.0,0.83,4.702437993945798,41533.0
35933.0,64.0,1000.0,100.0,0.83,4.91936496957406,40703.0
35933.0,128.0,1000.0,100.0,0.83,3.4057154737477,44994.0
35933.0,256.0,1000.0,100.0,0.86,2.2418391426621387,43392.0
35933.0,512.0,1000.0,100.0,0.85,1.265457425840224,44955.0
35933.0,1024.0,1000.0,100.0,0.83,1.1897409036473907,44570.0
35933.0,2048.0,1000.0,100.0,0.85,0.5742083469139215,45583.0
35933.0,4096.0,1000.0,100.0,0.87,0.9567095506328458,46224.0
6135.0,8.0,1000.0,100.0,0.75,15.457644401309812,41673.0
6135.0,16.0,1000.0,100.0,0.77,12.395071775041323,39483.0
6135.0,32.0,1000.0,100.0,0.82,7.433783597692346,42423.0
6135.0,64.0,1000.0,100.0,0.74,4.6007012290681715,43628.0
6135.0,128.0,1000.0,100.0,0.81,3.1040901521242223,41839.0
6135.0,256.0,1000.0,100.0,0.83,1.8271220871485963,44176.0
6135.0,512.0,1000.0,100.0,0.85,1.297996356944521,42861.0
6135.0,1024.0,1000.0,100.0,0.88,1.338900384496137,43800.0
6135.0,2048.0,1000.0,100.0,0.89,1.183981155431857,43254.0
6135.0,4096.0,1000.0,100.0,0.86,1.1685069648025352,42245.0
19602.0,8.0,1000.0,100.0,0.69,16.416845000697254,43123.0
19602.0,16.0,1000.0,100.0,0.76,11.444498085666051,44047.0
19602.0,32.0,1000.0,100.0,0.73,8.114703197008371,40099.0
19602.0,64.0,1000.0,100.0,0.76,7.808854187429074,42267.0
19602.0,128.0,1000.0,100.0,0.82,5.23346848406697,42877.0
19602.0,256.0,1000.0,100.0,0.85,2.122740092351299,45261.0
19602.0,512.0,1000.0,100.0,0.86,2.0960784210213284,43608.0
19602.0,1024.0,1000.0,100.0,0.87,0.8405286834558382,44718.0
19602.0,2048.0,1000.0,100.0,0.9,1.0479586032815615,41999.0
19602.0,4096.0,1000.0,100.0,0.9,0.9386483695048886,46182.0
41083.0,8.0,1000.0,100.0,0.73,11.538036836386208,43492.0
41083.0,16.0,1000.0,100.0,0.73,11.88281358958552,45664.0
41083.0,32.0,1000.0,100.0,0.78,8.29506810075977,45536.0
41083.0,64.0,1000.0,100.0,0.77,7.057124812178063,40916.0
41083.0,128.0,1000.0,100.0,0.83,3.6014715511154427,44612.0
41083.0,256.0,1000.0,100.0,0.89,2.367721356534969,45044.0
41083.0,512.0,1000.0,100.0,0.87,2.1316759427867673,45650.0
41083.0,1024.0,1000.0,100.0,0.89,1.6965436931047155,47336.0
41083.0,2048.0,1000.0,100.0,0.88,1.6203667441852503,44167.0
41083.0,4096.0,1000.0,100.0,0.89,1.2456026088204388,46854.0
43747.0,8.0,1000.0,100.0,0.73,17.054050304894126,40922.0
43747.0,16.0,1000.0,100.0,0.73,10.535080754516224,41193.0
43747.0,32.0,1000.0,100.0,0.78,6.423359118226153,40082.0
43747.0,64.0,1000.0,100.0,0.79,5.853024644570107,37644.0
43747.0,128.0,1000.0,100.0,0.8,3.5033465935688777,40852.0
43747.0,256.0,1000.0,100.0,0.8,1.9567030550777607,42953.0
43747.0,512.0,1000.0,100.0,0.85,1.4839019640867765,43362.0
43747.0,1024.0,1000.0,100.0,0.88,0.9722737834555022,42255.0
43747.0,2048.0,1000.0,100.0,0.89,1.7526857114909435,42440.0
43747.0,4096.0,1000.0,100.0,0.88,0.6857305417582432,43774.0
81362.0,8.0,1000.0,100.0,0.73,14.51897663342874,40599.0
81362.0,16.0,1000.0,100.0,0.75,12.167899188645563,38212.0
81362.0,32.0,1000.0,100.0,0.75,4.395358159707504,43943.0
81362.0,64.0,1000.0,100.0,0.78,2.7659679431740356,43993.0
81362.0,128.0,1000.0,100.0,0.79,1.8811611679358968,44003.0
81362.0,256.0,1000.0,100.0,0.79,1.084188155357416,45894.0
81362.0,512.0,1000.0,100.0,0.83,1.0160371392390213,45096.0
81362.0,1024.0,1000.0,100.0,0.8,0.8885574811797667,47282.0
81362.0,2048.0,1000.0,100.0,0.83,0.5048514400485189,45732.0
81362.0,4096.0,1000.0,100.0,0.81,0.5553034243242365,45610.0
54045.0,8.0,1000.0,100.0,0.7,17.36186261085002,43337.0
54045.0,16.0,1000.0,100.0,0.73,12.580814300900114,44036.0
54045.0,32.0,1000.0,100.0,0.76,7.845405781641556,43180.0
54045.0,64.0,1000.0,100.0,0.8,3.283661042141054,46812.0
54045.0,128.0,1000.0,100.0,0.8,3.0483429957522756,43596.0
54045.0,256.0,1000.0,100.0,0.87,1.5376456765021973,43782.0
54045.0,512.0,1000.0,100.0,0.89,1.245578748567498,42001.0
54045.0,1024.0,1000.0,100.0,0.9,1.1977438753268852,44239.0
